subject_id,window_index,original_label,stress_label,E4_TEMP_value_mean,E4_TEMP_value_median,E4_TEMP_value_std,E4_TEMP_value_variance,E4_TEMP_value_min,E4_TEMP_value_max,E4_TEMP_value_range,E4_TEMP_value_iqr,E4_TEMP_value_skewness,E4_TEMP_value_kurtosis,E4_TEMP_value_rms,E4_TEMP_value_energy,E4_TEMP_value_entropy,E4_TEMP_value_mav,E4_TEMP_value_auc,E4_TEMP_value_slope,E4_TEMP_value_zero_crossing_rate,E4_TEMP_value_cv
S2,122,1,0,35.814620391880396,35.8108997095169,0.007681116365218731,5.899954861603102e-05,35.807170636411016,35.83131222205648,0.024141585645466535,0.009594710129853468,1.0307025021514769,-0.3916526903001136,35.81462121556005,25653.74185628088,2.570950594454669,35.814620391880396,680.4651085381568,0.0007411535076856919,0.0,0.00021446873598470785
S2,123,1,0,35.823896236938886,35.82972963501207,0.00876606570471327,7.684390793935016e-05,35.80834602189759,35.83131222205648,0.022966200158890615,0.01364150354783078,-0.8808527183968323,-1.0072138937973865,35.8238973094619,25667.032368777433,1.7709505944546686,35.823896236938886,680.6582147320973,0.0012755683892905,0.0,0.0002446988358478542
S2,124,1,0,35.82602908673791,35.82976698970094,0.00761864841852919,5.804380372515732e-05,35.80660130601769,35.83127713324857,0.024675827230879577,0.003820651652297613,-1.5723179093697905,0.9253368636334187,35.826029896816564,25670.08836335189,1.5567796494470394,35.82602908673791,680.7016425151251,-0.0009938369331089023,0.0,0.0002126567920794064
S2,125,1,0,35.82432729493281,35.82839633411396,0.010965526939302344,0.00012024278105656543,35.80655592114261,35.83992754213348,0.0333716209908701,0.01734060137411575,-0.3096206295200644,-1.2576076032270602,35.8243289731608,25667.650927544975,2.9037016960573485,35.82432729493281,680.6550345566096,0.0004355267393231964,0.0,0.0003060916356928597
S2,126,1,0,35.82400322447352,35.82402551033658,0.01024506679198157,0.00010496139357216352,35.80655592114261,35.83992754213348,0.0333716209908701,0.017751687038291664,-0.012657483299356015,-1.264469627955887,35.82400468943252,25667.186239769664,3.0709505944546684,35.82400322447352,680.6603761595885,0.00023400009048339592,0.0,0.00028598330364660505
S2,127,1,0,35.819497106562366,35.818756349732055,0.008621669752264888,7.43331893171193e-05,35.80701104302676,35.83284746057493,0.025836417548170232,0.014174927423063366,0.1241829487055562,-1.3455517501442036,35.819498144170296,25660.728946004383,2.8464393446710154,35.819497106562366,680.5720926661876,-0.0005100158528420628,0.0,0.00024069767720678975
S2,128,1,0,35.81809330833371,35.81806764158809,0.008263945169242923,6.829278976025345e-05,35.80701104302676,35.83284746057493,0.025836417548170232,0.01527458161613282,0.18968687303235338,-1.3184062414108457,35.81809426166179,25658.71753074579,2.6904685707328277,35.81809330833371,680.5413504328521,-0.0004737315783341432,0.0,0.0002307198515036581
S2,129,1,0,35.814147057757545,35.810500795792024,0.006473613521675337,4.1907672028017765e-05,35.80818400706886,35.827305037428545,0.01912103035968471,0.009226409954237624,0.9947189489964107,-0.589010101047065,35.81414764282902,25653.06342764711,2.321928094887362,35.814147057757545,680.4711605655672,-0.0008066970500051941,0.0,0.0001807557642301331
S2,130,1,0,35.80642342735216,35.80946944092453,0.00629000174501357,3.9564121952273756e-05,35.79296938365117,35.81189331874297,0.018923935091798683,0.00549829286601522,-1.1970753620462034,-0.2229597824869436,35.806423979824565,25641.999964459108,2.2464393446710154,35.80642342735216,680.3258939113466,-0.000791821696111877,0.0,0.0001756668536799099
S2,131,1,0,35.80826139518469,35.809302531740805,0.009275863828621965,8.604164976713734e-05,35.79296938365117,35.82688968352504,0.03392029987386991,0.010208614262310789,0.18605647400901565,-0.4202610383753944,35.80826259660644,25644.63340375047,2.9659573209491747,35.80826139518469,680.3463146321673,0.0008022745354528163,0.0,0.000259042563565215
