subject,window_index,label_original,stress_label,ACC_x_mean,ACC_x_median,ACC_x_std,ACC_x_variance,ACC_x_min,ACC_x_max,ACC_x_range,ACC_x_iqr,ACC_x_skewness,ACC_x_kurtosis,ACC_x_rms,ACC_x_energy,ACC_x_entropy,ACC_x_mav,ACC_x_auc,ACC_x_slope,ACC_x_zero_crossing_rate,ACC_x_cv,ACC_y_mean,ACC_y_median,ACC_y_std,ACC_y_variance,ACC_y_min,ACC_y_max,ACC_y_range,ACC_y_iqr,ACC_y_skewness,ACC_y_kurtosis,ACC_y_rms,ACC_y_energy,ACC_y_entropy,ACC_y_mav,ACC_y_auc,ACC_y_slope,ACC_y_zero_crossing_rate,ACC_y_cv,ACC_z_mean,ACC_z_median,ACC_z_std,ACC_z_variance,ACC_z_min,ACC_z_max,ACC_z_range,ACC_z_iqr,ACC_z_skewness,ACC_z_kurtosis,ACC_z_rms,ACC_z_energy,ACC_z_entropy,ACC_z_mav,ACC_z_auc,ACC_z_slope,ACC_z_zero_crossing_rate,ACC_z_cv,BVP_value_mean,BVP_value_median,BVP_value_std,BVP_value_variance,BVP_value_min,BVP_value_max,BVP_value_range,BVP_value_iqr,BVP_value_skewness,BVP_value_kurtosis,BVP_value_rms,BVP_value_energy,BVP_value_entropy,BVP_value_mav,BVP_value_auc,BVP_value_slope,BVP_value_zero_crossing_rate,BVP_value_cv,EDA_value_mean,EDA_value_median,EDA_value_std,EDA_value_variance,EDA_value_min,EDA_value_max,EDA_value_range,EDA_value_iqr,EDA_value_skewness,EDA_value_kurtosis,EDA_value_rms,EDA_value_energy,EDA_value_entropy,EDA_value_mav,EDA_value_auc,EDA_value_slope,EDA_value_zero_crossing_rate,EDA_value_cv,TEMP_value_mean,TEMP_value_median,TEMP_value_std,TEMP_value_variance,TEMP_value_min,TEMP_value_max,TEMP_value_range,TEMP_value_iqr,TEMP_value_skewness,TEMP_value_kurtosis,TEMP_value_rms,TEMP_value_energy,TEMP_value_entropy,TEMP_value_mav,TEMP_value_auc,TEMP_value_slope,TEMP_value_zero_crossing_rate,TEMP_value_cv,predicted_stress,stress_probability
S2,122,1,0,44.67220955192695,41.843242291177916,6.89496072431634,47.54048338986491,33.22625003620692,60.72172679073745,27.49547675453053,7.399744118700248,0.7986516718319056,-0.23790873268844148,45.201181285903786,40862.93579282278,2.8464393446710154,44.67220955192695,849.4141213846224,-0.10815473515369108,0.0,0.15434563889886938,-2.067432179692099,-19.595841653988856,24.74753452824527,612.4404652266919,-27.490945652626795,37.02374149161185,64.51468714423865,47.06042284420437,0.5548363400781862,-1.523329101331715,24.833741986344272,12334.294820886369,2.1414460711655217,23.85586302337847,-41.671019975241435,-3.5235978478424483,0.05,-11.970179612823333,36.10209171495319,37.146713434514744,4.988197711464258,24.88211640865726,26.746549387747336,42.15363397331321,15.407084585565876,9.262141933639793,-0.41704800706875544,-1.1865180804362072,36.445070209886396,26564.862852070975,3.0464393446710156,36.10209171495319,684.4534115769138,0.4962448453449324,0.0,0.138169216089997,0.5530342799284733,10.579601382987576,95.46543636267,9113.649539914997,-147.15395681715538,203.553587611179,350.70754442833436,129.063632855049,0.08106706565467353,-0.6087089720791252,95.4670382217327,182279.1077365954,2.946439344671015,77.26831611690152,0.48108421558183956,-2.4992896355743777,0.35,172.62119153810326,1.6127980499999992,1.6155529999999991,0.048538898053494296,0.002356024624247512,1.5354699999999997,1.6930729999999994,0.15760299999999972,0.08456775000000083,0.07197473345651895,-1.3521954793990116,1.613528299940242,52.06947149416095,2.946439344671016,1.6127980499999992,30.662190499999987,-0.007197581203007553,0.0,0.030096079328403403,35.81399999999998,35.809999999999995,0.00799999999999823,6.39999999999717e-05,35.809999999999945,35.829999999999984,0.020000000000038654,7.105427357601002e-14,1.500000000002664,0.2500000000053282,35.81400089350531,25652.853199999983,0.7219280948873623,35.81399999999998,680.4599999999996,0.0009624060150342592,0.0,0.00022337633327743997,0,0.015142557
S2,123,1,0,43.28952946045327,42.02546138229128,3.320164890515467,11.023494900211583,41.38621386458785,53.56361109632943,12.17739723174158,0.43011245502702167,2.300583500138356,3.7410482227964144,43.41666564589758,37700.13711615326,1.1219280948873622,43.28952946045327,818.9082781896908,-0.3352433066875649,0.0,0.07669671931982008,-21.390353966040117,-21.51840922898446,1.0461748404390845,1.0944817967677438,-22.800469300062108,-18.708712262011904,4.091757038050204,1.1580362682858656,1.0100873950881255,0.4417979957560978,21.415922221311316,9172.834491785115,2.7841837197791888,21.390353966040117,-407.09881907317146,-0.1052167098135012,0.0,-0.048908720355914585,39.6760978034476,41.02110667926124,3.984571561792899,15.876810531048704,26.746549387747336,42.15363397331321,15.407084585565876,0.15835201957335698,-2.5490513342698486,4.892017115956089,39.87567613771317,31801.390948795754,1.1219280948873624,39.6760978034476,758.3700279594777,0.3767944845604735,0.0,0.10042750629187797,-2.0496245029305467,3.775320082443016,73.03609453128085,5334.271104382194,-147.15395681715538,149.37868815649378,296.53264497364916,69.32010625015036,-0.25411428382559115,-0.1276067612895493,73.06484835394654,106769.44129970412,2.8037016960573484,55.95016902368742,-66.05617296613268,1.1805224461493797,0.55,-35.63389022079609,1.5500128999999996,1.5425169999999992,0.025764959357429396,0.0006638331306899886,1.5213749999999995,1.6161939999999992,0.09481899999999976,0.03395499999999885,0.927317088764506,0.06510912509427058,1.5502270231476092,48.06407646594196,2.808694969562842,1.5500128999999996,29.443646499999993,-0.003430703759398485,0.0,0.016622416082749635,35.824,35.829999999999984,0.009165151389919704,8.400000000014707e-05,35.809999999999945,35.830000000000034,0.02000000000008839,0.01999999999998181,-0.8728715609471092,-1.2380952380915844,35.82400117239836,25667.181199999988,0.8812908992306927,35.824,680.66,0.0012631578947380183,0.0,0.0002558383036489422,0,0.015221988
S2,124,1,0,42.08918201330237,42.03710343851739,0.25672465948215695,0.06590755078622944,41.690099031674606,42.781782965549745,1.0916839338751387,0.13563820281147088,1.4658104014804487,1.690258709571821,42.08996495721613,35431.30300199364,2.256779649447039,42.08918201330237,799.8174199026603,0.016950939065707757,0.0,0.006099540242930324,-22.013720421801136,-21.848464156799164,0.681088621567231,0.46388171042835086,-23.368813509288167,-20.98763277428239,2.3811807350057776,1.0161591682663058,-0.26891199697664575,-1.0223050975819703,22.024254096782776,9701.355370393057,2.984183719779189,22.013720421801136,-418.01315722174184,-0.04426954085337397,0.0,-0.030939278255424724,40.86709266417838,40.99376255034016,0.30456893368207316,0.09276223536423507,39.99231605274675,41.112618709540264,1.1203026567935126,0.14048399191738525,-1.7982008593434369,2.063770520337706,40.86822757421597,33404.24050115813,2.119973094021975,40.86709266417838,776.537497102988,-0.035767301005621886,0.0,0.007452669466478584,3.5672128637685048,0.1907782293282948,28.165176887131754,793.2771890834208,-49.05238869386352,72.97571730698249,122.02810600084601,31.474718976705645,0.5578473813204357,0.17431103093066236,28.390177820838957,16120.043933977126,3.0086949695628418,21.901577668014163,81.9650367393507,-0.07612405475265874,0.65,7.895569443920782,1.5174029499999995,1.5188124999999997,0.014422221304206194,0.000208000467347499,1.4970299999999994,1.5470019999999989,0.04997199999999946,0.025947249999999755,0.2085734043166393,-1.058202466066553,1.5174714867621233,46.054394262720976,3.1841837197791887,1.5174029499999995,28.82604299999999,-0.002404660902255682,0.0,0.009504542813895412,35.825999999999986,35.829999999999984,0.008000000000002672,6.400000000004274e-05,35.80999999999998,35.830000000000034,0.020000000000052864,5.684341886080802e-14,-1.4999999999966696,0.24999999999333955,35.826000893206036,25670.04679999999,0.7219280948873623,35.825999999999986,680.6999999999998,-0.0009624060150387349,0.0,0.00022330151286782435,0,0.018354557
S2,125,1,0,42.37836471335135,42.35007891104253,0.3864008504340703,0.14930561721617275,41.92676057835024,43.00917649961785,1.0824159212676108,0.7007314865836847,0.24170951994080028,-1.4877328273312787,42.380126255062514,35921.50202790078,2.733206219346495,42.37836471335135,805.4816694130004,0.04806077199322477,0.0,0.009117880150583872,-22.153368668742143,-22.123928831512718,0.7315114539068936,0.5351090071969774,-23.368813509288167,-21.050820532473917,2.3179929768142493,1.2741323196859184,-0.025711835045462768,-1.5125707627884841,22.165442751734137,9826.137047608066,2.884183719779189,22.153368668742143,-420.86211328326317,-0.005232803468462176,0.0,-0.033020325930793466,40.484039368666345,40.456075362077925,0.43732297955459914,0.19125138844651232,39.64103302027874,41.112618709540264,1.4715856892615236,0.7546514948772369,-0.0937790171696072,-1.1868916662633513,40.486401358878176,32782.973899843455,3.084183719779189,40.484039368666345,768.6570335420205,-0.04955697661243173,0.0,0.010802355357184946,2.3936703209505756,-2.5735950007983375,35.03981128543054,1227.7883749185853,-50.752389112915914,89.66256304546454,140.41495215838046,35.33802334790133,0.8740615608543187,0.35693020822775745,35.121475375103266,24670.360650479703,2.941446071165522,26.14216131209427,36.456395677633424,0.6439713072583223,0.55,14.638528530326393,1.4903027999999996,1.4970299999999996,0.0164933317574102,0.0002720299924599958,1.464995999999999,1.51625,0.05125400000000102,0.027548499999999088,-0.1566558351113195,-1.3812549483671446,1.490394063890587,44.42548931360598,3.046439344671015,1.4903027999999996,28.31543299999999,-0.0028121984962406316,0.0,0.011067101100132272,35.824,35.82999999999997,0.012000000000007381,0.00014400000000017716,35.80999999999993,35.84000000000003,0.030000000000100613,0.020000000000031548,-0.11111111111140966,-1.6018518518511036,35.824002009825755,25667.18239999999,1.5219280948873621,35.824,680.6500000000001,0.0003609022556386515,0.0,0.0003349709691828769,0,0.015000552
S2,126,1,0,43.150862368047044,42.55091960084112,2.8346162565705564,8.035049322014075,41.614272655098056,55.146263587839485,13.53199093274143,0.7089643219796002,3.762593911030519,13.057203469701268,43.24386629833361,37400.63944856306,1.0219280948873624,43.150862368047044,814.3826833768917,0.19572778487295475,0.0,0.06569083677617467,-22.32722187079994,-22.3832696192364,0.9532153209757264,0.9086194481428571,-24.272281879565632,-21.050820532473917,3.221461347091715,1.7038436445629905,-0.23634719371572868,-1.072347482243478,22.347560401888842,9988.269118321405,2.6709505944546685,22.32722187079994,-423.8417116032306,-0.04412417463824643,0.0,-0.04269296585538766,40.2124614862056,40.245691682908046,0.8249740179816907,0.6805821303448548,37.95147407768739,41.3615452303681,3.4100711526807146,0.8061573867712823,-1.2222535400610077,1.4778437980416328,40.22092292464102,32354.45281819828,2.7086949695628424,40.2124614862056,764.8596613694194,-0.04633287637100814,0.0,0.020515382234551547,1.6781574365685838,-5.848090873648501,35.830019142652496,1283.7902717628444,-50.752389112915914,89.66256304546454,140.41495215838046,36.15474815768662,0.8746650949447695,0.20257911115777683,35.86929723516694,25732.129682895094,2.9037016960573485,26.933384739159898,18.467977916284003,0.4545728256111853,0.45,21.35080914453176,1.4618572999999997,1.463714999999999,0.016491262150302523,0.00027196172731000056,1.4393699999999996,1.4970299999999996,0.057660000000000045,0.02819000000000038,0.26163854976396617,-0.8967380282995379,1.4619503162866374,42.74597454581198,3.1037016960573487,1.4618572999999997,27.768946,-0.0028141112781955115,0.0,0.01128103416817943,35.824,35.82999999999997,0.012000000000000217,0.0001440000000000052,35.80999999999993,35.84000000000003,0.030000000000100613,0.019999999999988916,-0.11111111111025909,-1.601851851850357,35.824002009825755,25667.18239999999,1.5219280948873621,35.824,680.6600000000001,0.0002406015037583815,0.0,0.0003349709691826769,0,0.0151043525
S2,127,1,0,43.59156173934549,42.59819177989797,4.845338989018203,23.47730991849994,33.00641816738032,55.146263587839485,22.139845420459167,3.5471136655053996,0.49892749365315775,0.746466523290156,43.860022398462924,38474.031295873385,2.739353872167201,43.59156173934549,824.4648774076254,0.23347748992031342,0.0,0.11115314055483423,-5.124565910776283,-13.101067904491181,18.849894790337782,355.3185336068035,-24.272281879565632,25.455775256858537,49.72805713642417,37.256703676128126,0.33995801489700783,-1.6257633816681556,19.534065357234113,7631.594187613877,2.123219672335508,18.435631844845428,-89.31293804939594,2.3479463990900293,0.1,-3.678339808392151,40.62670605333184,40.52387500339856,5.402595491173701,29.1880380412504,28.992130244035426,51.884296767575584,22.89216652354016,3.636914524593138,0.04555642785373753,0.2961447776572985,40.984354121848504,33594.3456557016,2.7609640474436814,40.62670605333184,774.82115065899,-0.033430397916813036,0.0,0.13298138136233736,0.6299047357622365,-5.848090873648501,61.84783687017396,3825.154925519649,-150.4312647293309,149.8178382462092,300.2491029755401,39.26912900595778,0.15871718675264432,1.251823805369849,61.85104449801786,76511.03410991571,2.670950594454669,41.89048264484666,35.3008789550808,0.1739958843049739,0.6,98.18601664477565,1.4243783999999997,1.4374479999999998,0.031102618850186756,0.0009673728993399926,1.3419889999999997,1.462433999999999,0.12044499999999925,0.034596249999999884,-1.0974124099283908,0.4867767822048563,1.424717936746042,40.59642398571798,2.708694969562842,1.4243783999999997,27.085356499999996,-0.00491916541353384,0.0,0.021835924253124566,35.82,35.81999999999999,0.009999999999995523,9.999999999991046e-05,35.80999999999995,35.83000000000003,0.02000000000007418,0.01999999999999602,-1.1723571264725703e-12,-2.0,35.820001395868196,25661.44999999999,1.0,35.82,680.58,-0.0005413533834594876,0.0,0.00027917364600769186,0,0.016790235
S2,128,1,0,47.91608107046617,47.49999180604787,7.052585210350053,49.7389581492483,33.00641816738032,60.76618964007201,27.75977147269169,10.329653006231823,-0.12259643896480582,-0.5962848578661735,48.432321679852755,46913.7956660147,3.1464393446710153,47.91608107046617,912.8940423281261,0.7376591246500188,0.0,0.14718618578131223,14.884187346979132,16.665846496254023,8.828571391583834,77.94367281629252,-5.109140007788019,27.443940632664013,32.55308064045203,5.999315248705248,-0.9883878273302233,0.269159241350009,17.30556863544987,5989.654115925325,2.6282129458410015,15.873139254253346,283.78951719060774,0.137507261779813,0.1,0.5931510525749775,6.650669381790618,19.487291725222818,36.27352003084063,1315.7682554277962,-41.29919669438783,51.884296767575584,93.18349346196342,72.02739843050738,-0.10830557939588793,-1.789538051496431,36.87817320114546,27199.993173073657,2.6037016960573482,35.425686083499684,127.72083759921847,-5.538570373851242,0.05,5.454115660922298,-15.383285434507751,-22.457136633894258,87.74804141764551,7699.718772632831,-180.459342193391,149.8178382462092,330.2771804396002,108.2428386207105,0.1931926355964223,-0.5286029768189611,89.08627415821344,158727.28486784737,2.9659573209491747,72.43377359816243,-272.8578938823316,-3.825324647068211,0.55,-5.70411579445892,1.3272534,1.3310974999999994,0.07862777949834267,0.006182327708839996,1.2241060000000006,1.435526,0.2114199999999995,0.15952600000000006,0.020933540260026768,-1.7019884622764927,1.3295803531642605,35.355678310407995,2.8659573209491747,1.3272534,25.206282499999997,-0.012641831578947386,0.0,0.059240970487129785,35.818,35.81000000000003,0.00979795897113816,9.600000000010676e-05,35.80999999999995,35.83000000000003,0.02000000000007418,0.020000000000010232,0.4082482904633191,-1.8333333333336295,35.818001340108296,25658.584399999992,0.9709505944546686,35.818,680.5400000000001,-0.00048120300751973953,0.0,0.00027354846644531133,0,0.016604379
S2,129,1,0,46.39350119300025,49.92768318025968,13.69278672209479,187.49240821677535,12.483786059135099,65.40549951519492,52.92171345605982,14.896134578557458,-0.9563811102957244,0.05672608195153339,48.371989427370984,46796.9872232338,2.8037016960573484,46.39350119300025,893.7233627245535,-1.454581382252481,0.0,0.2951445001991082,12.842758905981418,13.579531022159518,7.01956173779306,49.274246990688326,1.6630820735923557,27.443940632664013,25.780858559071657,10.125897991819986,0.24637097109658943,-0.7048331603611855,14.635938757314252,4284.214066157069,2.7282129458410016,12.842758905981418,254.46368478440368,-0.7834209193101528,0.0,0.5465773973630971,5.3388767429712995,-2.835005385020124,38.14237302235895,1454.840619776776,-41.29919669438783,60.75431643889193,102.05351313327975,71.50807852168421,0.18869196625940632,-1.6540871452612549,38.51420808809933,29666.88449306832,2.665957320949175,35.67913984232541,71.40915003677495,5.445265716088912,0.1,7.14426926461149,8.552248345220246,6.170619180111023,116.24391115818668,13512.646881352397,-233.7486103269542,218.32409234194594,452.07270266890015,181.8807653407198,-0.15894301509420106,-0.6228111182697504,116.55808780651269,271715.7566622144,3.1709505944546685,95.957170197806,68.61597545109231,4.65149073511108,0.4,13.592204817479848,1.2421088999999998,1.2388415000000002,0.041071568879091795,0.0016868737701899819,1.133132,1.3202059999999993,0.1870739999999993,0.035236749999999484,-0.9316326209812458,1.3682349779535379,1.242787750675633,30.89042786458799,2.670950594454669,1.2421088999999998,23.539910499999998,-0.000983630075188016,0.0,0.03306599677298166,35.81399999999999,35.809999999999995,0.008000000000001783,6.400000000002854e-05,35.80999999999995,35.83000000000003,0.02000000000007418,4.263256414560601e-14,1.5000000000006657,0.2500000000013318,35.814000893505316,25652.853199999994,0.7219280948873623,35.81399999999999,680.4699999999999,-0.000721804511277524,0.0,0.0002233763332775391,0,0.017027622
S2,130,1,0,34.87120631306409,32.71904319486266,18.992639679158028,360.72036198232803,-0.17252232120536665,67.28709058937461,67.45961291057998,29.084896141838335,0.06521768618817035,-1.03944490036065,39.70795124040788,31534.42783421219,3.2841837197791888,34.88845854518463,642.4167130181252,-0.8641155269156042,0.1,0.5446510656570736,7.727326169305234,6.51622080449712,4.286600546864619,18.374944248380054,0.7931535668516585,16.163018924191952,15.369865357340293,6.363267011340899,0.32457095009499437,-1.0221080940942848,8.836657398315811,1561.730279504191,3.1037016960573482,7.727326169305234,144.21767994648113,-0.10528972909614014,0.0,0.5547327048121781,43.398467116135755,48.89076934447722,20.1587548558159,406.3753973368811,-15.652463976450456,63.30371167902563,78.95617565547609,24.490849172616798,-1.364174557097805,1.4375118638874813,47.85187922503355,45796.046907343945,2.2414460711655217,44.9637135137808,858.7833352770188,1.167752529895094,0.05,0.46450384530565086,12.589626640335931,17.931576355471005,118.53140708491364,14049.694465529514,-249.9147093305113,218.32409234194594,468.23880167245727,144.16753079071708,-0.5478962476183866,-0.0480902007600883,119.19812567516558,284163.8632894514,2.7282129458410016,95.68128633776611,154.10945499511834,-3.718858163883422,0.6,9.41500574013455,1.2890055999999999,1.2952199999999996,0.0693237327784649,0.0048057799263400095,1.133132,1.3714590000000004,0.2383270000000004,0.11564025000000022,-0.6731555940693416,-0.46841220842114994,1.2908683963742003,33.326824335153994,2.9037016960573485,1.2890055999999999,24.482329499999995,0.010631192481203042,0.0,0.05378078479912338,35.806,35.809999999999995,0.008000000000003383,6.400000000005411e-05,35.78999999999995,35.81000000000003,0.020000000000081286,3.552713678800501e-14,-1.5000000000001332,0.250000000000266,35.806000893704955,25641.393999999997,0.7219280948873623,35.806,680.3199999999998,-0.000962406015037749,0.0,0.00022342624141214834,0,0.018417677
S2,131,1,0,39.887710269074525,42.159847304691425,20.28714905114067,411.56841662319783,-0.17252232120536665,67.28709058937461,67.45961291057998,36.80817188919476,-0.3570863676013016,-1.1956245286780083,44.750394938288885,40051.95694265662,3.1086949695628423,39.904962501195065,781.0070390430594,1.8192685482265973,0.1,0.5086065084781156,16.14629196787207,11.191708879094804,14.514426197068115,210.6685678301372,0.7931535668516585,53.5865811907485,52.79342762389684,18.146919206074195,1.1745810669602375,0.29569180448257093,21.711087309066475,9427.426242838146,2.5464393446710156,16.14629196787207,314.87228124382386,1.5666698287846157,0.0,0.8989324747718519,31.13172571645555,29.713983888480413,23.96543494465325,574.3420720864071,-14.093856624376798,63.30371167902563,77.39756830340244,40.07336892430404,-0.12835345321012054,-1.2176906813472486,39.287738776506686,30870.52836342054,3.1037016960573482,33.04187626331644,565.2897643582935,-2.6944944067036607,0.1,0.7698074678843019,-12.20297904667372,-34.92643402760645,151.24805008300626,22875.972653911573,-323.45885650043795,303.18013340239224,626.6389899028302,173.37033595738637,0.09108810017692341,-0.24140214444033203,151.73953127489597,460497.70703050256,2.841446071165522,122.20472768552072,-104.16083898319808,3.050479168630344,0.6,-12.39435464934551,1.25056565,1.2772809999999992,0.10085730260039452,0.010172195487827548,1.1203179999999993,1.3714590000000004,0.25114100000000117,0.203411,-0.07212337844663783,-1.835117058223646,1.254626095873886,31.481732808954987,2.5282129458410014,1.25056565,23.789769499999995,-0.014677492481203057,0.0,0.080649346637975,35.807999999999986,35.81,0.010770329614264095,0.00011599999999989416,35.78999999999995,35.82999999999996,0.04000000000001336,6.394884621840902e-14,-0.0768394502825048,0.3020214030876409,35.80800161974973,25644.25959999999,1.5709505944546687,35.807999999999986,680.3399999999997,0.0007819548872165923,0.0,0.00030077998252524854,0,0.014614042
