subject_id,window_index,original_label,stress_label,E4_IBI_value_mean,E4_IBI_value_median,E4_IBI_value_std,E4_IBI_value_variance,E4_IBI_value_min,E4_IBI_value_max,E4_IBI_value_range,E4_IBI_value_iqr,E4_IBI_value_skewness,E4_IBI_value_kurtosis,E4_IBI_value_rms,E4_IBI_value_energy,E4_IBI_value_entropy,E4_IBI_value_mav,E4_IBI_value_auc,E4_IBI_value_slope,E4_IBI_value_zero_crossing_rate,E4_IBI_value_cv
S2,122,1,0,-0.4316305909766255,-0.43163059097662504,0.040315475469494294,0.0016253375623313964,-0.4980506973174624,-0.36521048463578903,0.13284021268167334,0.06642010634083723,-1.4299672557172018e-14,-1.2060150375939922,0.4335092901301682,3.758606092583247,3.321928094887362,0.4316305909766255,-8.200981228555884,0.006991590141140722,0.0,0.09340272981642661
S2,123,1,0,-0.3840278937554419,-0.38268945998864057,0.03099934634514457,0.000960959473826228,-0.44065277463476027,-0.3336490371211966,0.10700373751356368,0.05148130599095457,-0.05134025901791062,-1.1093472188291476,0.385277020669631,2.968767653121345,3.208694969562842,0.3840278937554419,-7.246164089838431,0.001546906689413279,0.0,0.08072160082435494
S2,124,1,0,-0.4648700165698186,-0.4513531483861163,0.10596434281397378,0.011228441947997358,-0.6546602496618792,-0.3336490371211966,0.3210112125406826,0.1955800819970337,-0.3179938105796759,-1.2947467189526047,0.4767940585343119,4.546651485072417,3.0464393446710156,0.4648700165698186,-8.790960759318109,-0.01793509246870927,0.0,0.2279440252909042
S2,125,1,0,-0.6653606234132359,-0.6653606234132352,0.1234027300738863,0.015228233789688444,-0.8686677246890017,-0.46205352213747225,0.4066142025515294,0.20330710127576412,-1.7186252421197425e-14,-1.2060150375939827,0.6767074648461758,9.158659859570767,3.321928094887362,0.6653606234132359,-12.641851844851482,-0.02140074750271215,0.0,0.18546743785474137
S2,126,1,0,-0.898410872647563,-0.8793680984403577,0.15632862711573392,0.02443863965589018,-1.2566375951986575,-0.6760609971645912,0.5805765980340662,0.20330710127576657,-0.6281855782574011,-0.3403412078643835,0.9119104866966088,16.63161471494492,3.170950594454669,0.898410872647563,-17.00186815676964,-0.026374870725357085,0.0,0.17400571595381834
S2,127,1,0,-1.2776897485349912,-1.1467121204663209,0.37529605229867347,0.14084712687096865,-2.240102452598394,-0.8900684721917137,1.3500339804066805,0.4164415157779977,-1.130668099875636,0.2384608852554897,1.3316674586331143,35.466764407647545,2.7086949695628424,1.2776897485349912,-24.192067875340477,-0.03906503865710199,0.0,0.29373018976554427
S2,128,1,0,-1.3514020379529927,-1.3092513445997425,0.3945625471502702,0.1556796036137092,-2.240102452598394,-0.7342808207969801,1.505821631801414,0.6848015140643631,-0.48727988800353483,-0.6583054115837079,1.4078235229591853,39.63934143594424,3.1464393446710153,1.3514020379529927,-25.494247572452775,0.022351221947472615,0.0,0.29196533383057893
S2,129,1,0,-1.533337581439378,-1.5991378418749487,0.4570304971473452,0.20887687532274954,-2.0317086770336648,-0.7342808207969801,1.2974278562366846,1.0203696774710098,0.28924021915476494,-1.4188711260168954,1.600000316867816,51.200020279542244,2.5261207468426803,1.533337581439378,-28.939593031551773,-0.07037288049539772,0.0,0.29806254192134296
S2,130,1,0,-1.4877801359521967,-1.75361394580086,0.662333184931774,0.43868524786186747,-2.0317086770336648,-0.01082812884540056,2.020880548188264,0.74523712105607,1.1551113144415566,0.030656924728744706,1.6285499626341848,53.0434996159161,2.4577174691301487,1.4877801359521967,-28.994064234692008,0.08354694723547268,0.0,0.44518216699262014
S2,131,1,0,-0.7932813689069745,-0.6653831527050984,0.6410072199779387,0.41089025606384555,-1.956088244923692,-0.01082812884540056,1.9452601160782914,1.0741272839008245,-0.39612017841049596,-1.1523807377486304,1.0198948898385405,20.803711726375376,2.746439344671016,0.7932813689069745,-14.276443356528517,0.06646617304969299,0.0,0.8080452221651855
