subject_id,window_index,original_label,stress_label,RB_EDA_value_mean,RB_EDA_value_median,RB_EDA_value_std,RB_EDA_value_variance,RB_EDA_value_min,RB_EDA_value_max,RB_EDA_value_range,RB_EDA_value_iqr,RB_EDA_value_skewness,RB_EDA_value_kurtosis,RB_EDA_value_rms,RB_EDA_value_energy,RB_EDA_value_entropy,RB_EDA_value_mav,RB_EDA_value_auc,RB_EDA_value_slope,RB_EDA_value_zero_crossing_rate,RB_EDA_value_cv
S2,122,1,0,3.313453664644166,3.2828405156980196,0.13712568594798474,0.01880345374670534,3.12353946834069,3.5398190712198416,0.4162796028791518,0.22339951675117042,0.32166113096119964,-1.262630078426137,3.316289891051528,219.9555728298111,3.170950594454669,3.313453664644166,62.940017694847256,-0.023496799832105265,0.0,0.04138451894202382
S2,123,1,0,3.139613328147311,3.1189840512707336,0.06426253965881168,0.004129674003400344,3.054563052866767,3.264343481414465,0.20978042854769807,0.10160712431501073,0.4536218997172474,-1.0801273574998411,3.140270931668736,197.22603048567265,3.0414460711655216,3.139613328147311,59.63281329580559,-0.010921049757771861,0.0,0.02046829750743002
S2,124,1,0,3.042521206783408,3.0588136046977206,0.053813579010502106,0.002895901285919553,2.9578322095735765,3.1144286342007774,0.15659642462720091,0.10268442222683127,-0.37982151901064587,-1.3344668035115022,3.042997074433803,185.19662390025368,2.8414460711655214,3.042521206783408,57.81429371378099,-0.00903392833037883,0.0,0.017687166449496833
S2,125,1,0,2.9792961874044086,2.9613653336993924,0.034960482835081325,0.0012222353600620157,2.955068018912948,3.0664981482427605,0.11143012932981256,0.01943368095160869,1.5854130999365146,0.9929841384677345,2.979501301836015,177.54856015285014,1.8332062193464953,2.9792961874044086,56.56919482540387,-0.004639771346525431,0.0,0.011734477083172866
S2,126,1,0,2.949320828042735,2.9561610585724596,0.015423591461966191,0.0002378871735856364,2.9219317566210026,2.9707534025146325,0.04882164589362992,0.02530734506052079,-0.6307450447861384,-1.0806274764732908,2.949361156911827,173.97462467800543,2.7709505944546686,2.949320828042735,56.042709978705936,-0.0021207850273118893,0.0,0.005229540074214912
S2,127,1,0,2.9330310656310212,2.9286046280915814,0.013461705119436904,0.00018121750472267377,2.919472166036804,2.9707534025146325,0.05128123647782834,0.007086485193204872,1.6123779739578132,1.5820126352109494,2.933061957999074,172.05704898922727,2.395461844238322,2.9330310656310212,55.71074178604549,-0.0015045298359048782,0.0,0.004589690602728311
S2,128,1,0,2.9194513633137524,2.92020717268677,0.008847219471834065,7.827329238279983e-05,2.901206787235164,2.9300245146356727,0.028817727400508808,0.014384750067130359,-0.5233417236523465,-0.8041623233239732,2.919464768762746,170.46549072093828,2.55887184844536,2.9194513633137524,55.477952782989114,-0.0012062187282241262,0.0,0.003030439069137956
S2,129,1,0,2.8974878932660744,2.8986817346088953,0.016910099388704986,0.0002859514613358808,2.8711391842754312,2.9238244702214553,0.05268528594602406,0.030249584922839023,-0.23855665247807561,-1.31305341957964,2.897537237566553,167.9144408616962,2.9037016960573485,2.8974878932660744,55.05227603807303,-0.002876752926360247,0.0,0.005836124260606926
S2,130,1,0,2.861273319180845,2.8693818855788913,0.02447263844609384,0.0005989100325132304,2.8279240729246546,2.896156681982627,0.06823260905797257,0.04707709536754656,-0.10510037980647617,-1.4780972265814956,2.8613779752225468,163.74967834177366,2.8086949695628425,2.861273319180845,54.363160890250036,-0.004161716972198335,0.0,0.008553058626744586
S2,131,1,0,2.819376613866505,2.8257425652946124,0.023966114651929583,0.0005743746515094339,2.785040093730247,2.8676245868823513,0.08258449315210425,0.037713933861395876,0.2579449061204689,-0.9729310802904036,2.819478474021192,158.98917730937734,2.865957320949175,2.819376613866505,53.561199937023794,-0.004029771415605579,0.0,0.008500501328576444
S2,132,1,0,2.770019796392408,2.7810825605037666,0.03358255000666538,0.001127787664950181,2.7100102353654805,2.82356105766457,0.11355082229908975,0.05549681222163372,-0.32451347503273176,-1.1549648163770345,2.7702233592385266,153.48274920141574,3.008694969562842,2.770019796392408,52.63361028133313,-0.005684563684018847,0.0,0.012123577618615686
S2,133,1,0,2.722315303262377,2.715568065904143,0.02634221643570534,0.0006939123667455446,2.673600639801267,2.7771250272772865,0.10352438747601944,0.02815965208040172,0.3248332544111662,-0.2981739605248319,2.7224427492131533,148.23389045486547,2.8464393446710154,2.722315303262377,51.720943231708276,-0.004304771740542305,0.0,0.009676401702674657
S2,134,1,0,2.678593299947144,2.671406705173554,0.028540552296365214,0.0008145631253815577,2.627080723705368,2.72047661835404,0.09339589464867215,0.051542441892859614,0.005800490285668492,-1.2992859863453017,2.678745346173673,143.51353259294223,2.9709505944546684,2.678593299947144,50.901616398928894,-0.00483787494608053,0.0,0.010655052522131074
S2,135,1,0,2.646097547154668,2.644624047559916,0.012730898746239016,0.00016207578288699015,2.6263154723205346,2.669212770545841,0.04289729822530619,0.018631526274617283,0.153556391462171,-0.9660769272014127,2.6461281724135803,140.0398860968167,3.003701696057348,2.646097547154668,50.265232609595316,-0.0016089715022850578,0.0,0.004811197818435859
S2,136,1,0,2.6417432013273787,2.642191119216347,0.007720750955486887,5.960999531665167e-05,2.6263154723205346,2.6563263163914477,0.030010844070913034,0.008010722733325704,-0.14893464483998642,-0.4425276281425061,2.6417544836253697,139.57733503509488,2.8709505944546683,2.6417432013273787,50.19467873781101,0.0007806044818813288,0.0,0.0029225970759033256
S2,137,1,0,2.639874928669293,2.6389022359889225,0.008557756313807742,7.323519312651626e-05,2.624171955286795,2.6563263163914477,0.03215436110465264,0.011307633749988,0.198089335805988,-0.7703754647254053,2.6398887995917235,139.38025748419662,3.0841837197791886,2.639874928669293,50.16476069754289,-0.0008033982215444176,0.0,0.00324172793978597
S2,138,1,0,2.621900679996135,2.623050108893562,0.015383162664259232,0.0002366416935550592,2.596930796852717,2.647233411056865,0.05030261420414783,0.023096307188636533,-0.2440363978016526,-1.0454321493734262,2.6219458074982693,137.49199634915504,2.9841837197791885,2.621900679996135,49.81579393743793,-0.0026359223971543894,0.0,0.00586717978359192
S2,139,1,0,2.5992460927576175,2.5973634491181503,0.01352317353832397,0.00018287622254762562,2.572495020759649,2.621928262500328,0.04943324174067909,0.016694859923768846,0.011782259075919833,-0.6096163589537853,2.5992812712244686,135.1252625387658,2.9282129458410013,2.5992460927576175,49.38772690888678,-0.002258798369677798,0.0,0.005202729197517743
S2,140,1,0,2.5727254455093473,2.5699611319815614,0.01880837424902567,0.00035375494189141194,2.5423734454051337,2.600387349480859,0.058013904075725264,0.03185142988344003,0.010968054931158733,-1.3591473313983484,2.5727941956000215,132.38539945826324,3.146439344671016,2.5727254455093473,48.88312851274396,-0.003241953660180061,0.0,0.007310680695390718
S2,141,1,0,2.540343532169984,2.540423062611234,0.017184765562751312,0.0002953161674467234,2.518252092183627,2.5674272432034737,0.04917515101984682,0.03407138808333876,0.14254885102922416,-1.53893618199819,2.5404016567474756,129.07281155210637,2.965957320949175,2.540343532169984,48.26164479606655,-0.002854225840776269,0.0,0.0067647408097092805
S2,142,1,0,2.5134359970609905,2.5182585694279678,0.013709538479284014,0.000187951445314969,2.489952185929282,2.538472679817334,0.04852049388805213,0.022768625306647472,-0.21120985584601493,-1.0146199309226283,2.5134733861267144,126.35096925534583,3.0841837197791886,2.5134359970609905,47.75450750834651,-0.0022477900927839593,0.0,0.005454500729405819
S2,143,1,0,2.485517516642624,2.4883474994431514,0.019000867626179252,0.0003610329705475867,2.456351626173623,2.5186504026132788,0.06229877643965587,0.032712109610649076,0.059561101961672566,-1.2520105533973962,2.485590142905275,123.56316717015731,3.1841837197791887,2.485517516642624,47.22284931845903,-0.0032749176816348155,0.0,0.007644632354812432
S2,144,1,0,2.453033327290759,2.455112319155599,0.018112943681172475,0.0003280787287973259,2.4274130273219896,2.486742812957021,0.05932978563503122,0.03129580661991138,0.12738468066554404,-1.214029045202583,2.453100198428097,120.35401167055937,2.941446071165522,2.453033327290759,46.60358862567566,-0.0031059465522929406,0.0,0.007383896288591085
S2,145,1,0,2.423602301601467,2.4261289792860037,0.015847062186192584,0.00025112937993305485,2.4016102037298817,2.453873012137575,0.052262808407693484,0.025614815735783836,0.13441184239728893,-1.08181151004784,2.423654110162558,117.48198491415722,2.9659573209491747,2.423602301601467,46.044094087691484,-0.0027105632811011762,0.0,0.0065386396834667005
S2,146,1,0,2.3969644269273833,2.401820540134007,0.01642267366673188,0.00026970421036396876,2.3679943682782283,2.424844931250018,0.05685056297178992,0.021272263349122245,-0.2565804336826626,-0.9278621760529311,2.3970206858026244,114.91416336331366,3.1464393446710157,2.3969644269273833,45.542868888783545,-0.0027895273691261073,0.0,0.006851446555585203
S2,147,1,0,2.3686684070940105,2.366708517146316,0.018561325738980554,0.00034452281318854205,2.3377373105113013,2.402714392702038,0.06497708219073672,0.025869062947724508,0.16973490866638413,-0.9231133188362071,2.3687411309762125,112.21869091156934,3.246439344671015,2.3686684070940105,45.003142290273544,-0.003194173100714739,0.0,0.007836185801014008
S2,148,1,0,2.3377269265804004,2.3367043224881425,0.018352240126618395,0.00033680471766506237,2.305513840878327,2.3654226660144038,0.05990882513607687,0.029410629541603228,-0.04947680652557338,-1.158365473946733,2.33779896226701,109.30607975953419,3.221928094887362,2.3377269265804004,44.41907027816164,-0.0031744108962614465,0.0,0.007850463592624925
S2,149,1,0,2.30828415393188,2.3049271576886827,0.016113251844637057,0.0002596368850086995,2.2811577692748486,2.3356713344649838,0.05451356519013517,0.026336155201043265,0.15926952863190147,-1.1560556942552733,2.308340393481435,106.5687074435605,3.184183719779189,2.30828415393188,43.85726852676769,-0.0027759828496434664,0.0,0.006980618836372507
S2,150,1,0,2.2810718839816273,2.2796502707210022,0.015088585587122814,0.0002276654150199303,2.2567593964428942,2.3043404744990386,0.04758107805614431,0.02767700436918652,0.012823620076530373,-1.3851308632172852,2.2811217866011693,104.07033210613022,3.208694969562843,2.2810718839816273,43.340887744161584,-0.0026049651150572154,0.0,0.006614690967469898
S2,151,1,0,2.2534579047000416,2.2544138962076374,0.015700782600541363,0.00024651457426946236,2.228368638569727,2.2781427721671554,0.04977413359742844,0.029941450778162793,-0.02969654038245484,-1.4091479957541329,2.253512600991921,101.56638085658744,3.246439344671016,2.2534579047000416,42.81590238863239,-0.002710247896614624,0.0,0.006967417748427521
S2,152,1,0,2.2254842564686177,2.226330448186026,0.015630911553717267,0.000244325396000132,2.198524786002965,2.25206839597238,0.05354360996941532,0.025355705462541067,-0.02057413231302698,-1.2156942152289332,2.225539148428011,99.06049002371356,3.246439344671015,2.2254842564686177,42.28438853838468,-0.0027028158468717406,0.0,0.007023600148275272
S2,153,1,0,2.197820322849439,2.1966508400723597,0.015511439975041832,0.00024060477009932576,2.172848612832982,2.2242922578023245,0.05144364496934273,0.026948935428481313,0.07517676661699854,-1.305532493314263,2.1978750593016225,96.61309552600223,3.2841837197791888,2.197820322849439,41.75783602167113,-0.002680242942017339,0.0,0.007057646984959852
S2,154,1,0,2.1728631806857863,2.1741279074425313,0.013592876567307738,0.00018476629337406378,2.146465458124671,2.1947768941417545,0.04831143601708332,0.019144640369890276,-0.27851480301818393,-0.8922023342580241,2.172905697050225,94.4303833654665,3.2464393446710154,2.1728631806857863,41.28664243758251,-0.002332582831628196,0.0,0.006255744350648729
S2,155,1,0,2.1444431281922496,2.1458954813026825,0.020168433185226306,0.00040676569714693774,2.1082463366657858,2.1754072020520803,0.06716086538629451,0.035478521580676325,-0.18882951859907487,-1.1687645784531875,2.1445379678961403,91.98086191496215,3.2464393446710154,2.1444431281922496,40.74703579448605,-0.0034827431017539308,0.0,0.009404974615590833
S2,156,1,0,2.110430659862514,2.106506530923289,0.019432319305763297,0.0003776150336011409,2.0808068459807156,2.145325504480694,0.06451865849997818,0.030512899333014598,0.24166766147549312,-1.1488610452867516,2.110520121941823,89.08590370242655,3.2464393446710154,2.110430659862514,40.09554702201958,-0.0033503188340949976,0.0,0.00920775066214648
S2,157,1,0,2.0807137609892243,2.0794929948166216,0.014881915604294945,0.00022147141205335736,2.055206746319649,2.104766725180792,0.04955997886114316,0.02400590285652271,0.07323185544485948,-1.2218917434858718,2.080766980366128,86.5918245316395,3.184183719779189,2.0807137609892243,39.534288484034256,-0.0025718212714558094,0.0,0.0071523127704118715
S2,158,1,0,2.054451924733861,2.053865744009415,0.014745698770051694,0.00021743563221710403,2.032664988052907,2.0781791436525276,0.045514155599620576,0.028617471247543325,0.026514153245716578,-1.4556793745708099,2.0545048422125665,84.41980293349765,3.2086949695628424,2.054451924733861,39.0336164288245,-0.0025412792589305185,0.0,0.0071774367618565186
S2,159,1,0,2.0287755950506647,2.030667095734886,0.014317447345788952,0.0002049892984994391,2.0043091017982744,2.0525247416991816,0.04821563990090727,0.021993058531452725,-0.1254356757294676,-1.1275841980064825,2.028826114868319,82.32270808743355,3.2841837197791888,2.0287755950506647,38.547094979264564,-0.002473567977262705,0.0,0.007057186305236189
S2,160,1,0,2.0017999747358024,2.003318868893967,0.016648842360744973,0.00027718395195293626,1.9756254879924007,2.0286692034168645,0.053043715424463844,0.02826739273196832,-0.013957677778748234,-1.2897712329877613,2.0018692072171476,80.14960645608421,3.2086949695628424,2.0017999747358024,38.033852149011416,-0.0028827485300067144,0.0,0.008316936042994149
S2,161,1,0,1.9757734801830789,1.9742260474154543,0.013159339817858471,0.00017316822444187542,1.960176302296577,2.00232863598966,0.04215233369308291,0.02331279188967139,0.4520722060013277,-1.085434684372014,1.975817302591309,78.07708026438392,2.9016094970590274,1.9757734801830789,37.53421713451845,-0.0022236724424642257,0.0,0.006660348440672006
S2,162,1,0,1.957572794760651,1.9598484329617816,0.008332294844177919,6.942713737031392e-05,1.9418305314545623,1.9728266068385079,0.030996075383945554,0.010488666815078762,-0.2583664173447722,-0.7888235587699857,1.957590527644736,76.64321347848792,3.1037016960573482,1.957572794760651,37.194127326066486,-0.0014056025238683384,0.0,0.004256441888893687
S2,163,1,0,1.9400305109860845,1.9409893388243997,0.012649074292531981,0.00015999908045799346,1.918079134996397,1.959520563626986,0.04144142863058886,0.0210557298021683,-0.15353083199115672,-1.1583614034893952,1.940071746775718,75.27756765274772,3.2464393446710154,1.9400305109860845,36.86181037041,-0.0021870274080021163,0.0,0.006520038845215208
S2,164,1,0,1.917245232160829,1.9160111518417433,0.013718275135562482,0.00018819107269499183,1.8953449523873944,1.9401481461942374,0.044803193806842945,0.023179084672617867,0.11429179380075039,-1.2089297929038438,1.9172943100411386,73.52034942632251,3.170950594454669,1.917245232160829,36.427158093925755,-0.0023733648551492836,0.0,0.007155201069453862
S2,165,1,0,1.8934116115363875,1.8943705322220246,0.013511959424478278,0.00018257304748874734,1.8712107120054358,1.9139431686870896,0.04273245668165382,0.02208668006697545,-0.07002208198483653,-1.3042077972533939,1.8934598236425055,71.70380207496616,3.1464393446710153,1.8934116115363875,35.97565529038149,-0.002337942851968227,0.0,0.0071363032433894025
S2,166,1,0,1.8711924802755064,1.870026390776288,0.01212558514992685,0.00014702981522812653,1.8532017249103874,1.893396112056655,0.04019438714626755,0.018674557355348176,0.15914707135886105,-1.1073965724568624,1.8712317675944985,70.03016656109662,3.1464393446710153,1.8711924802755064,35.55055068702661,-0.0020944946092080314,0.0,0.006480137814652574
S2,167,1,0,1.8543546798049495,1.8536797838970458,0.008511107578211765,7.243895220789374e-05,1.8379827265343383,1.8688420695471402,0.03085934301280191,0.009798091047866775,-0.0062503196578378,-0.6639989585751764,1.8543742118209916,68.77407434933448,2.8037016960573484,1.8543546798049495,35.23380346114659,-0.0014360675149131846,0.0,0.004589794860121909
S2,168,1,0,1.837562416412526,1.837535653542193,0.01189470472089697,0.00014148400039732867,1.818624271569962,1.8540296865677897,0.03540541499782757,0.02147844363576601,-0.12343934044173425,-1.3190194488091045,1.837600913749294,67.53554236424479,3.1037016960573487,1.837562416412526,34.91520726072487,-0.0020473750270549674,0.0,0.006473088813015129
