subject_id,window_index,original_label,stress_label,RB_RESP_value_mean,RB_RESP_value_median,RB_RESP_value_std,RB_RESP_value_variance,RB_RESP_value_min,RB_RESP_value_max,RB_RESP_value_range,RB_RESP_value_iqr,RB_RESP_value_skewness,RB_RESP_value_kurtosis,RB_RESP_value_rms,RB_RESP_value_energy,RB_RESP_value_entropy,RB_RESP_value_mav,RB_RESP_value_auc,RB_RESP_value_slope,RB_RESP_value_zero_crossing_rate,RB_RESP_value_cv
S2,122,1,0,-0.2997424329860032,-0.578261824507275,2.0631293623316234,4.25650276571489,-3.220338618559442,3.91213778614179,7.132476404701231,3.27695919544336,0.29488162194753686,-1.0352802446609957,2.0847897476357797,86.92696583694516,3.1037016960573482,1.8186463678448206,-6.69427542557097,0.23239144930399314,0.2631578947368421,6.883007326586834
S2,123,1,0,1.3865791910724996,1.5932566157160735,1.5786870849559995,2.4922529122068715,-1.6534732669175078,3.964898195750873,5.618371462668381,1.9265184268395101,-0.25784649113920255,-0.7357402672712037,2.101155578561982,88.29709530644278,2.8464393446710154,1.7870417889780117,28.50177053751904,0.06117904758259293,0.15789473684210525,1.1385480866295903
S2,124,1,0,1.286195865559979,1.8789574579479478,2.4020333799139295,5.769764358220735,-4.510751169593805,4.190746704218059,8.701497873811864,2.6703364384113737,-0.9889414258930952,0.06410309031413597,2.7247135928027957,148.48128325608636,2.9282129458410013,2.4238690958298266,22.41426893362736,-0.03586973587434838,0.10526315789473684,1.8675486714211613
S2,125,1,0,-0.21206451727841347,-0.5024322060980588,2.7655414114263275,7.648219298313924,-5.463024802940667,4.190746704218059,9.653771507158726,4.222287638860115,-0.10508847507294065,-0.9798676337011472,2.773660155426841,153.863813156049,3.1841837197791887,2.3527187006164483,-0.9417839182614696,-0.1092223013720666,0.10526315789473684,13.04103792052834
S2,126,1,0,-0.9481943844946465,-0.5024322060980588,3.605248225095768,12.997814764556185,-8.264511226341892,3.724370698323231,11.988881924665122,4.996956358224875,-0.5649153299391835,-0.7423806050743282,3.7278529149288295,277.9377471068674,3.1464393446710153,2.950629632281765,-21.109067621530787,0.1141690990494401,0.10526315789473684,3.802224822305012
S2,127,1,0,-1.5596073036682785,-1.3113960841582855,3.825615699038442,14.635335476729384,-8.264511226341892,3.724370698323231,11.988881924665122,6.651875102680775,-0.17849168832382742,-1.2939367421699894,4.1313085600551345,341.3542083676965,3.1841837197791887,3.465632022177089,-28.271982106238518,0.11175168338793963,0.15789473684210525,2.452935229298037
S2,128,1,0,0.4970774475019922,1.4476280502531556,3.483251816489224,12.133043217075478,-5.783854569081256,5.975433548527824,11.75928811760908,5.01826053327017,-0.427118608065894,-0.9360419668113855,3.518540777920667,247.6025841178115,3.1464393446710153,3.050602744195963,6.873775127664016,0.4885185226680324,0.10526315789473684,7.007462989910167
S2,129,1,0,1.6604862019994857,1.8354087874660046,2.558781674030603,6.5473636553548555,-3.7921539858643514,5.975433548527824,9.767587534392176,3.5212717716167172,-0.27493296479154716,-0.6712763694561295,3.0503406502201575,186.09156164771065,3.0841837197791886,2.515176445818713,34.047538448852364,-0.3168602021502924,0.05263157894736842,1.5409834004940413
S2,130,1,0,-0.6465772127855332,-0.4611429534534227,2.304556743163023,5.310981782458159,-4.392075770949895,5.028862891783939,9.420938662733835,2.63946873364043,0.4883207247028122,-0.0071693800027006205,2.393542118817145,114.58087749103335,2.8709505944546687,1.8687419462654105,-13.999686786630116,-0.1758498571286554,0.15789473684210525,3.564240585025743
S2,131,1,0,-0.7196046766267494,-1.6126223838722418,2.5563435724183594,6.53489246024466,-4.392075770949895,4.642747663289981,9.034823434239875,4.175214386416073,0.5535396301824286,-0.7987257709267035,2.65569639659125,141.05446701735497,2.8464393446710154,2.305408925095902,-10.656108975392915,0.08066130350017969,0.21052631578947367,3.552427680711565
