subject_id,window_index,original_label,stress_label,E4_BVP_value_mean,E4_BVP_value_median,E4_BVP_value_std,E4_BVP_value_variance,E4_BVP_value_min,E4_BVP_value_max,E4_BVP_value_range,E4_BVP_value_iqr,E4_BVP_value_skewness,E4_BVP_value_kurtosis,E4_BVP_value_rms,E4_BVP_value_energy,E4_BVP_value_entropy,E4_BVP_value_mav,E4_BVP_value_auc,E4_BVP_value_slope,E4_BVP_value_zero_crossing_rate,E4_BVP_value_cv
S2,122,1,0,-0.008518735785095922,0.06532317545741687,0.8614913967058251,0.7421674265981533,-1.758851038735231,1.4064078748369955,3.1652589135722264,0.897889985963513,-0.0924223378500018,-0.613369851818911,0.8615335138330543,14.844799909150591,2.708694969562842,0.6885741110064658,-0.4078101374459584,0.02414705245303154,0.47368421052631576,101.12901942716194
S2,123,1,0,0.006922163176978335,-0.05614683678562643,0.8100441568419472,0.6561715360337812,-1.758851038735231,1.4064078748369955,3.1652589135722264,0.8770905617618094,-0.1592321004818017,-0.24434849892894173,0.810073732679211,13.124389047536598,2.984183719779189,0.6373730803630243,-0.19529324750550364,-0.004339546246662337,0.5789473684210527,117.02182339994302
S2,124,1,0,-0.03728456587156602,-0.10144685006003842,0.4020239223003663,0.16162323410177096,-0.8194105502868047,0.7466199094476436,1.5660304597344483,0.5817699289087891,0.21835781381360658,-0.7023052614578855,0.40374914607216456,3.2602674590800413,3.1037016960573482,0.3419025691661046,-0.47283226070934004,0.009868043500851392,0.6842105263157895,10.782582897309744
S2,125,1,0,0.014425482401866956,-0.04130580062926149,0.49137326148423355,0.24144768210165296,-0.9632370376552367,1.14486859747779,2.1081056351330267,0.5930447526020762,0.2529226566135848,-0.19669390486094596,0.49158496381010225,4.833115532883591,2.8086949695628416,0.40660596873919747,0.049868474128498874,0.003627621943757753,0.5789473684210527,34.06286512960147
S2,126,1,0,0.0003723306512836033,-0.02968888639084791,0.4787696520577179,0.22922037973146825,-0.9632370376552367,1.14486859747779,2.1081056351330267,0.553992849079963,0.23931526906305806,0.08673788652697878,0.47876979683516185,4.584410367231643,2.9037016960573485,0.38031910068225994,-0.2615884109005392,-0.0011564670976043476,0.631578947368421,1285.8722493223913
S2,127,1,0,-0.028402785005064435,-0.02968888639084791,0.9653563260534199,0.9319128362513569,-2.2820941164184103,2.0543684819599672,4.336462598378377,0.5895015901522409,-0.306956049872629,0.8073457428960795,0.9657740700844069,18.654391088948014,2.539353872167201,0.6604705321550817,-0.38134253149207353,-0.000980789315648792,0.7368421052631579,33.988086938703
S2,128,1,0,-0.031047840749601895,-0.10056381591592681,1.3641694010915706,1.8609581548745342,-2.8437309003094717,2.417031749588973,5.260762649898444,1.7950632242034295,-0.197767546941316,-0.5085743077498055,1.3645226723252886,37.23844246579493,3.046439344671015,1.0872079580401879,-0.34147000731770905,-0.010465765836305412,0.6842105263157895,43.9376577615647
S2,129,1,0,0.17005116886442656,0.4710225412733887,1.7233898073048404,2.970072427922215,-3.7492923898929917,3.5151288267220364,7.264421216615029,1.5627700359948844,-0.2874838871848143,0.05176584964478348,1.7317591714653549,59.97979655908745,3.0414460711655216,1.3454526913854203,1.7933806456681947,0.040739583815518794,0.5263157894736842,10.134536673951441
S2,130,1,0,0.016163032212803186,0.24938287452283925,1.8283772719110967,3.342963448441064,-4.019816303370443,3.5151288267220364,7.5349451300924795,1.4943631350186504,-0.42467769902430047,0.18926048728571399,1.828448711900713,66.86449384102752,2.860964047443681,1.4041435824149702,-0.5954443814061925,-0.0140664034340899,0.631578947368421,113.12093225074366
S2,131,1,0,-0.1501568345465236,-0.5281166095941187,2.4319002181420943,5.914138670999566,-4.882025670066372,5.808605489892213,10.690631159958585,2.956064626031842,0.3121134117183491,0.19732356240763194,2.436531499070061,118.73371491921195,2.8037016960573484,1.9081936626721514,-0.8331233886078859,0.04662198504699321,0.631578947368421,16.19573444982693
