subject_id,window_index,original_label,stress_label,RB_RESP_value_mean,RB_RESP_value_median,RB_RESP_value_std,RB_RESP_value_variance,RB_RESP_value_min,RB_RESP_value_max,RB_RESP_value_range,RB_RESP_value_iqr,RB_RESP_value_skewness,RB_RESP_value_kurtosis,RB_RESP_value_rms,RB_RESP_value_energy,RB_RESP_value_entropy,RB_RESP_value_mav,RB_RESP_value_auc,RB_RESP_value_slope,RB_RESP_value_zero_crossing_rate,RB_RESP_value_cv
S2,122,1,0,-0.10420311232070248,-0.20099954461479577,0.7170185190485622,0.5141155566585933,-1.1192250445140857,1.359590759390729,2.4788158039048147,1.1388720805388304,0.2948816219475365,-1.0352802446609957,0.7245507886103735,10.499476905518284,3.1037016960573482,0.6320541560221808,-2.3271096906068376,0.08076515988856087,0.2631578947368421,6.880970280828254
S2,123,1,0,0.4818599119365433,0.553688437885701,0.548655792682328,0.30102317884387364,-0.5746777686645843,1.3779270748215497,1.952604843486134,0.6695408511714043,-0.2578464911392026,-0.7357402672712063,0.730213772518272,10.664243071507336,2.8464393446710154,0.6210456516731367,9.904899224384073,0.021262122916469492,0.15789473684210525,1.1386209541219963
S2,124,1,0,0.44697276200290376,0.6529807064793258,0.8348009815655266,0.6968926788227667,-1.567694109613656,1.4564183056804119,3.024112415294068,0.9280468367079415,-0.9889414258930959,0.0641030903141373,0.9469304772765903,17.93354657590542,2.9282129458410013,0.8423712473015558,7.789253223497696,-0.012466142630155776,0.10526315789473684,1.8676775242964432
S2,125,1,0,-0.0737315915223786,-0.1746457726776126,0.96113430567794,0.9237791535510158,-1.8986466144724419,1.4564183056804119,3.355064920152854,1.467410859002598,-0.10508847507294061,-0.9798676337011472,0.9639582465747356,18.584310022788777,3.1841837197791887,0.8176652767305539,-0.32789286168774767,-0.037959041350838385,0.10526315789473684,13.035583334536078
S2,126,1,0,-0.32956564480844575,-0.1746457726776126,1.252965417660084,1.5699223378521088,-2.8722732241832696,1.2943343185238458,4.166607542707116,1.7366386777005147,-0.5649153299391834,-0.7423806050743282,1.2955832092498403,33.57071704180231,3.1464393446710153,1.0254628189365866,-7.336816372818527,0.03967824791607998,0.10526315789473684,3.8018690279089866
S2,127,1,0,-0.5420556582012993,-0.4557925065668521,1.3295517736577893,1.7677079188365734,-2.8722732241832696,1.2943343185238458,4.166607542707116,2.3117879673962634,-0.17849168832382728,-1.2939367421699892,1.4358036966885888,41.23064510849235,3.1841837197791887,1.2044463851885319,-9.82621060551575,0.03883810098725387,0.15789473684210525,2.452795674284878
S2,128,1,0,0.17272310524340964,0.5030767892679038,1.2105668721178644,1.46547215186923,-2.0101475644297646,2.076667108996484,4.0868146734262485,1.744042715624373,-0.4271186080658939,-0.9360419668113855,1.2228268164192981,29.906108459083118,3.1464393446710153,1.0601950678424887,2.388321000109508,0.16977938177146706,0.10526315789473684,7.008714152121546
S2,129,1,0,0.5770533607418721,0.637845832348017,0.8892771728131311,0.7908138900865155,-1.3179533527432974,2.076667108996484,3.3946204617397813,1.2237803004261114,-0.27493296479154744,-0.6712763694561295,1.0600964443058967,22.4760894246001,3.0841837197791886,0.8741133908853845,11.832271481001735,-0.1101213704963557,0.05263157894736842,1.5410657545947872
S2,130,1,0,-0.22474182632811796,-0.1602961350230833,0.8009240201877964,0.6414792861137817,-1.526449745524442,1.747696612591794,3.274146358116236,0.917319096428836,0.4883207247028126,-0.007169380002699288,0.8318582659414281,13.839763492301593,2.8709505944546687,0.6494705057489442,-4.8660271869035165,-0.061114734943616536,0.15789473684210525,3.563751497767334
S2,131,1,0,-0.2501217394490892,-0.5604804816705007,0.8884298367036177,0.789307574745217,-1.526449745524442,1.6135063992336,3.1399561447580417,1.4510510541496047,0.5535396301824285,-0.7987257709267039,0.9229672037999265,17.0373691858051,2.8464393446710154,0.8012263547358718,-3.7040025197602375,0.028032972355578858,0.21052631578947367,3.5519896777483124
S2,132,1,0,0.30061108397322406,0.2280019593887937,1.0342488792829163,1.0696707442979685,-1.1171598213050744,2.264628790631505,3.381788611936579,1.7263922923966932,0.3896194953192979,-0.8381969213440463,1.0770504946870065,23.200755362110506,3.0086949695628418,0.8624946424486584,5.449470153041235,0.07921219376579794,0.15789473684210525,3.4404881736664064
S2,133,1,0,-0.13132251139618337,0.16277987728484067,1.4567772738643072,2.1222000256475226,-2.6808133796240323,2.264628790631505,4.945442170255538,1.5963588856979378,-0.20221866044440132,-0.8143856497112378,1.4626843909903882,42.788912552938456,2.908694969562842,1.1690659826442347,-2.688133278871977,-0.09580114286401643,0.15789473684210525,11.093126824763463
S2,134,1,0,-0.3022683828691324,-0.4331004594859616,1.343129994780188,1.803998182878228,-2.6808133796240323,1.64221209586055,4.323025475484583,1.7478088633306545,-0.2786568947964591,-1.0218461184908147,1.3767223242762312,37.907287163210974,2.8709505944546683,1.1505577908462348,-7.571142226555102,0.062406460487804606,0.21052631578947367,4.443501440776552
S2,135,1,0,0.23882819255815496,0.4518654913180148,1.2353408166272537,1.5260669332252899,-1.907140110359493,1.8676963848291168,3.7748364951886098,2.0549056695304793,-0.33888918234112475,-1.2187437365226859,1.2582153387977293,31.6621167757177,2.6282129458410015,1.1218596741197928,4.9919820316720465,-0.08388012271336615,0.15789473684210525,5.172508334946456
S2,136,1,0,0.05024521519762457,0.35105608702570434,1.3037253842557543,1.6996998775528145,-2.0073529474473215,1.8676963848291168,3.875049332276438,2.259058608551782,-0.2561428980066166,-1.3451261116367017,1.304693243334643,34.044489184061405,3.146439344671016,1.1640130040166354,0.3078958791947608,-0.059693782356924394,0.15789473684210525,25.947254462498353
S2,137,1,0,-0.1491747904079616,-0.24080462853244966,0.7558787444666186,0.5713526763364317,-2.0073529474473215,1.264512367821796,3.2718653152691175,0.7245535256310596,-0.33206009747244003,0.4897959951171891,0.7704581717586562,11.87211588859382,2.5709505944546684,0.5841150343824542,-1.7820095165786658,0.012491166690403194,0.21052631578947367,5.067067581589688
S2,138,1,0,0.06850711133526106,-0.009569868913259135,0.47380409237377347,0.22449031795013527,-0.5923086889192537,0.9946607952821177,1.5869694842013713,0.5599527393845163,0.579704618170567,-0.7506935853212302,0.47873117952942773,4.583670845072744,3.084183719779189,0.3837758962067067,1.2793300996900094,0.06447025499388985,0.15789473684210525,6.916130065024408
