subject_id,window_index,original_label,stress_label,RB_EMG_value_mean,RB_EMG_value_median,RB_EMG_value_std,RB_EMG_value_variance,RB_EMG_value_min,RB_EMG_value_max,RB_EMG_value_range,RB_EMG_value_iqr,RB_EMG_value_skewness,RB_EMG_value_kurtosis,RB_EMG_value_rms,RB_EMG_value_energy,RB_EMG_value_entropy,RB_EMG_value_mav,RB_EMG_value_auc,RB_EMG_value_slope,RB_EMG_value_zero_crossing_rate,RB_EMG_value_cv
S2,122,1,0,-0.6997880444331048,-0.8084632488097214,0.391943505362314,0.15361971139569824,-1.360917201711502,0.014146923460726516,1.3750641251722286,0.5789444568993061,0.3940970449698776,-0.9597002451852883,0.8020741976445865,12.866460370544145,3.1037016960573482,0.7012027367791774,-13.405497777276658,0.00842968301420416,0.10526315789473684,0.5600888847419874
S2,123,1,0,-0.6738481707743009,-0.6476821056468612,0.48196755610693,0.23229272513968668,-1.8843315619237138,-0.01200719539338249,1.8723243665303313,0.6306902485184134,-0.7073859022499359,0.06792623299761225,0.8284709303261992,13.72728164791116,2.841446071165522,0.6738481707743009,-12.667286822970938,-0.009899617041515719,0.0,0.7152465154770903
S2,124,1,0,-0.5011916919764257,-0.5504769812923923,0.5494836054588029,0.30193223266800534,-1.8843315619237138,0.536634919641815,2.4209664815655287,0.6101194329232464,-0.509105636572575,0.37002440446179685,0.7437239708212972,11.062506895483954,2.760964047443681,0.5816284433484936,-9.268908449918868,0.02193983848541704,0.3157894736842105,1.0963541779632069
S2,125,1,0,-0.4998533848045648,-0.5517667979337335,0.5218321101583138,0.27230875119227854,-1.7618087396446318,0.536634919641815,2.2984436592864466,0.8420035038943434,-0.1550169189039372,0.004366855101766376,0.7226078864037251,10.443243149857178,2.765957320949175,0.5880947586054244,-9.784857524928436,-0.048291870478414343,0.3684210526315789,1.0439703441486994
S2,126,1,0,-0.5168121480029073,-0.45109845081817435,0.47622757116236997,0.22679269953521017,-1.7618087396446318,0.30432843311920804,2.06613717276384,0.7712286322117916,-0.6161104929590613,0.24859785549268887,0.7027712969797423,9.877749917171782,2.765957320949175,0.5550496137436196,-9.523150234068218,0.01120642885535538,0.21052631578947367,0.921471317968499
S2,127,1,0,-0.30355622558572654,-0.32104447758290144,0.6538031951674734,0.4274586180111973,-1.9893160773215128,0.8789606016658816,2.8682766789873946,0.5046349442209991,-0.2741266002999291,0.6969556887761712,0.7208363199111498,10.39210000206099,2.5709505944546684,0.57302233094747,-6.004146480684709,-0.014073585247115106,0.2631578947368421,2.153812506747072
S2,128,1,0,-0.2929428111829415,-0.3074799508533878,0.7364396024427384,0.5423432880460186,-1.9893160773215128,0.8789606016658816,2.8682766789873946,0.8737796261673968,-0.433280211769936,-0.14347435149448318,0.7925646842181293,12.563175573395663,2.870950594454669,0.6185856915826549,-6.255161467707147,-0.0058586437920966645,0.42105263157894735,2.5139364214772795
S2,129,1,0,-0.343744587355218,-0.20181010264018434,0.8337384739522368,0.6951198429482045,-1.618984509241357,1.663787052745542,3.282771561986899,1.177583869455103,0.29897581492282405,-0.3345799176688389,0.9018204834024416,16.26560368568427,2.765957320949175,0.7017635993782243,-6.862513486091606,0.011391709462190645,0.47368421052631576,2.425459206113026
S2,130,1,0,-0.2774860450756728,-0.09910147027472757,0.9497725276851022,0.9020678543453483,-1.685084799558645,1.663787052745542,3.348871852304187,1.4449134313918186,0.27382736017684,-0.8148359027547287,0.9894778216600343,19.58132719114173,2.765957320949175,0.7912040549934025,-6.129622381097664,0.01947464602470813,0.5263157894736842,3.4227758279739477
S2,131,1,0,-0.21359365693668417,-0.057462315671078575,0.7710997722612237,0.594594858781311,-1.685084799558645,1.4444998656993047,3.1295846652579495,1.1696605925635002,0.06362425359368482,-0.6031040498628446,0.8001356816596151,12.804342181297939,3.028212945841001,0.6352845494157294,-4.005594582978245,-0.017326417590955726,0.5789473684210527,3.6101248666284214
