subject_id,window_index,original_label,stress_label,E4_HR_value_mean,E4_HR_value_median,E4_HR_value_std,E4_HR_value_variance,E4_HR_value_min,E4_HR_value_max,E4_HR_value_range,E4_HR_value_iqr,E4_HR_value_skewness,E4_HR_value_kurtosis,E4_HR_value_rms,E4_HR_value_energy,E4_HR_value_entropy,E4_HR_value_mav,E4_HR_value_auc,E4_HR_value_slope,E4_HR_value_zero_crossing_rate,E4_HR_value_cv
S2,122,1,0,0.028140523480087137,0.029637401240907704,0.0032908996268725664,1.0830020354149997e-05,0.018367634277506713,0.030937766077072867,0.012570131799566155,0.00308133081542597,-1.7328773693437842,2.147383613850945,0.02833229750809993,0.01605438164174971,2.2577174691301485,0.028140523480087137,0.5405300298459695,0.00023577070893929635,0.0,0.11694521707107831
S2,123,1,0,0.027449889125559474,0.026440330119875212,0.0019366035780270547,3.75043341842719e-06,0.024821595748746463,0.030571897441924272,0.00575030169317781,0.0032650143105527746,0.39083733144077404,-1.3633130177936028,0.02751811851169944,0.01514493692847871,2.763865121950854,0.027449889125559474,0.5208439184055441,-0.00027551571205911105,0.0,0.07055050638524514
S2,124,1,0,0.026148149295076674,0.026255887919612197,0.0005572621694976057,3.1054112555317824e-07,0.024821595748746463,0.026866671759622856,0.0020450760108763934,0.0004696957626487558,-1.0735975382358176,0.246267977619548,0.026154086730053715,0.013680725053663434,2.8219280948873626,0.026148149295076674,0.4973018033594284,6.446291079814922e-05,0.0,0.021311725094155336
S2,125,1,0,0.026695286327104734,0.026620217819033586,0.0007013031059525634,4.918260464187122e-07,0.025765489669244312,0.028306432979852345,0.0025409433106080327,0.0007797762582274631,0.9393481868450341,-0.0663409111822193,0.026704496590134845,0.01426260276265047,2.7609640474436814,0.026695286327104734,0.507578341683997,3.5020768562168036e-05,0.0,0.026270671809221383
S2,126,1,0,0.026425164288210522,0.026292426526935683,0.0009058062127594705,8.204848950736552e-07,0.0250983913017611,0.028306432979852345,0.0032080416780912446,0.0011420329735958058,0.5660312892905778,-0.5345042995949933,0.026440684419167186,0.01398219585107981,3.046439344671015,0.026425164288210522,0.5021857171817582,-5.6467390465720493e-05,0.0,0.03427816769198261
S2,127,1,0,0.03027791345277981,0.027615302619974913,0.004884458326121501,2.385793313961765e-05,0.0250983913017611,0.03910658576439832,0.014008194462637222,0.009484339201319855,0.41505106656729057,-1.4992304534415524,0.030669365435131556,0.018812199523872846,2.5577174691301483,0.03027791345277981,0.5731512624936074,0.0008018732552853,0.0,0.1613208365146793
S2,128,1,0,0.03885641917515746,0.03978610069717042,0.00481383552663216,2.317301247746592e-05,0.028360957744289546,0.04438957674947157,0.016028619005182022,0.007868267247450732,-0.5210294645536683,-0.8320140049808287,0.03915347141177919,0.0306598864718602,2.908694969562842,0.03885641917515746,0.7409472290263319,0.0008085000285312454,0.0,0.12388778041878462
S2,129,1,0,0.04472355123257958,0.0441990077036558,0.0027900673678760354,7.784475917286708e-06,0.040465615629942525,0.05284054134204298,0.012374925712100457,0.0010865625645526539,1.367644013018984,1.8711532915186,0.04481049554256744,0.04015961021540913,2.55887184844536,0.04472355123257958,0.8478179461655989,0.0004132167587651779,0.0,0.06238474564255011
S2,130,1,0,0.05840602198836296,0.05423212621365174,0.014237498920312152,0.00020270637550588968,0.043915947331491095,0.08807771018458894,0.04416176285309785,0.023309312447532322,0.6710497769386048,-0.870121735578425,0.06011630211524182,0.07227939560022056,2.821928094887362,0.05840602198836296,1.1021236110092196,0.0023673405265275263,0.0,0.24376765332774908
S2,131,1,0,0.09397852262458689,0.09042136546688934,0.027163535150590792,0.0007378576418773815,0.055623711085260506,0.1425642235275267,0.0869405124422662,0.04587126835379095,0.27361190485282977,-1.2075948526353268,0.09782545863208296,0.19139640713154749,3.221928094887362,0.09397852262458689,1.7804764851853445,0.0046826728622165305,0.0,0.28903981880094165
