subject_id,window_index,original_label,stress_label,E4_BVP_value_mean,E4_BVP_value_median,E4_BVP_value_std,E4_BVP_value_variance,E4_BVP_value_min,E4_BVP_value_max,E4_BVP_value_range,E4_BVP_value_iqr,E4_BVP_value_skewness,E4_BVP_value_kurtosis,E4_BVP_value_rms,E4_BVP_value_energy,E4_BVP_value_entropy,E4_BVP_value_mav,E4_BVP_value_auc,E4_BVP_value_slope,E4_BVP_value_zero_crossing_rate,E4_BVP_value_cv
S2,122,1,0,-0.49313968623799836,3.7816069201389384,49.8721845429557,2487.2347910866292,-101.82078608876364,81.41769692746747,183.2384830162311,51.97931778596187,-0.09242233785000242,-0.6133698518189101,49.874622583401795,49749.55955673545,2.708694969562842,39.861913034684086,-23.608068003309235,1.3978854121015012,0.47368421052631576,101.13196308213259
S2,123,1,0,0.4007419769919551,-3.2503551983275454,46.89387709783426,2199.035709266785,-101.82078608876364,81.41769692746747,183.2384830162311,50.77522831258923,-0.15923210048180197,-0.24434849892894217,46.89558938108048,43983.926067978166,2.984183719779189,36.89785733382482,-11.305354831555384,-0.2512185868295289,0.5789473684210527,117.01763176852238
S2,124,1,0,-2.158408535224107,-5.872796502394653,23.273373733403858,541.6499249346926,-47.4360881263962,43.222228818393404,90.6583169447896,33.67896344296153,0.2183578138136067,-0.7023052614578846,23.373246508339843,10926.173046792415,3.1037016960573482,19.792914493572685,-27.372232501255418,0.5712661652040005,0.6842105263157895,10.782654605740516
S2,125,1,0,0.835113025268523,-2.391199904578684,28.445853400186394,809.1665756648958,-55.762278205172905,66.27705227847213,122.03933048364503,34.33166884439795,0.25292265661358454,-0.19669390486094507,28.458109379048164,16197.279788597381,2.8086949695628416,23.538630782348957,2.887184607552708,0.2100049190542763,0.5789473684210527,34.06227964297394
S2,126,1,0,0.021568769115518728,-1.7186907037518218,27.716223902283048,768.1890674014861,-55.762278205172905,66.27705227847213,122.03933048364503,32.07093386009541,0.23931526906305794,0.086737886526977,27.71623229469127,15363.790652265747,2.9037016960573485,22.0168688977698,-15.14321628413072,-0.06694848112252824,0.631578947368421,1285.016486283458
S2,127,1,0,-1.6442376263351384,-1.7186907037518218,55.884979265887935,3123.1309075487247,-132.11159970666262,118.92847312159955,251.04007282826217,34.12655332932776,-0.3069560498726293,0.80734574289608,55.909162262732764,62516.688498411626,2.539353872167201,38.23498081834275,-22.075844543400294,-0.05677840305177027,0.7368421052631579,33.98838365623019
S2,128,1,0,-1.797361277624511,-5.821677197011848,78.97247538308717,6236.65186813231,-164.62504492437705,139.92323810625936,304.5482830306364,103.91714267381862,-0.19776754694131612,-0.5085743077498046,78.99292611173873,124797.64751389225,3.046439344671015,62.93903211416224,-19.76760340318562,-0.6058686217499353,0.6842105263157895,43.93800866093067
S2,129,1,0,9.844364869875433,27.267753988237033,99.76793133165216,9953.640122197261,-217.04847004062907,203.49264841757432,420.5411184582034,90.46956932055384,-0.2874838871848143,0.05176584964478348,100.25243958073288,201011.03283776998,3.0414460711655216,77.8889567693628,103.82001005933037,2.358435673321713,0.5263157894736842,10.13452189657763
S2,130,1,0,0.935700686567225,14.436918527210231,105.84571020392123,11203.314368572475,-232.70923994247525,203.49264841757432,436.20188836004957,86.50945828225011,-0.4246776990243005,0.18926048728571576,105.84984602892588,224083.7980869463,2.860964047443681,81.28660294390228,-34.4703118714951,-0.8143114029961082,0.631578947368421,113.11919690070334
S2,131,1,0,-8.692642811578434,-30.572930557997232,140.78396712144053,19820.125398450844,-282.62298814117923,336.2632040237646,618.8861921649439,171.12811702367466,0.31211341171834894,0.19732356240763282,141.05207349592752,397913.7487500107,2.8037016960573484,110.4663196628123,-48.22967308447417,2.6989709368119614,0.631578947368421,16.195761194043193
