subject_id,window_index,original_label,stress_label,E4_TEMP_value_mean,E4_TEMP_value_median,E4_TEMP_value_std,E4_TEMP_value_variance,E4_TEMP_value_min,E4_TEMP_value_max,E4_TEMP_value_range,E4_TEMP_value_iqr,E4_TEMP_value_skewness,E4_TEMP_value_kurtosis,E4_TEMP_value_rms,E4_TEMP_value_energy,E4_TEMP_value_entropy,E4_TEMP_value_mav,E4_TEMP_value_auc,E4_TEMP_value_slope,E4_TEMP_value_zero_crossing_rate,E4_TEMP_value_cv
S2,122,1,0,35.81400000000001,35.81,0.00799999999999841,6.399999999997455e-05,35.81,35.83,0.01999999999999602,0.0,1.499999999997868,0.2499999999957354,35.81400089350532,25652.8532,0.7219280948873623,35.81400000000001,680.4600000000002,0.0009624060150374025,0.0,0.0002233763332774448
S2,123,1,0,35.82400000000001,35.83,0.009165151389909856,8.399999999996656e-05,35.81,35.83,0.01999999999999602,0.01999999999999602,-0.8728715609481561,-1.2380952380903658,35.824001172398376,25667.1812,0.8812908992306927,35.82400000000001,680.6600000000002,0.0012631578947365908,0.0,0.0002558383036486672
S2,124,1,0,35.825999999999986,35.83,0.007999999999998408,6.399999999997453e-05,35.81,35.83,0.01999999999999602,0.0,-1.4999999999952043,0.249999999990409,35.82600089320604,25670.0468,0.7219280948873623,35.825999999999986,680.6999999999998,-0.0009624060150374025,0.0,0.00022330151286770533
S2,125,1,0,35.82400000000001,35.83,0.011999999999999506,0.00014399999999998816,35.81,35.84,0.030000000000001137,0.01999999999999602,-0.11111111111362434,-1.601851851851137,35.824002009825755,25667.182399999998,1.5219280948873621,35.82400000000001,680.6500000000001,0.0003609022556392824,0.0,0.00033497096918265695
S2,126,1,0,35.82400000000001,35.83,0.011999999999999506,0.00014399999999998816,35.81,35.84,0.030000000000001137,0.01999999999999602,-0.11111111111362434,-1.6018518518511373,35.824002009825755,25667.182399999998,1.5219280948873621,35.82400000000001,680.6600000000002,0.00024060150375917967,0.0,0.00033497096918265695
S2,127,1,0,35.81999999999999,35.82,0.00999999999999801,9.999999999996021e-05,35.81,35.83,0.01999999999999602,0.01999999999999602,2.1316282072803006e-12,-2.0,35.8200013958682,25661.450000000004,1.0,35.81999999999999,680.5799999999999,-0.000541353383458539,0.0,0.00027917364600776136
S2,128,1,0,35.818,35.81,0.009797958971130765,9.599999999996182e-05,35.81,35.83,0.01999999999999602,0.01999999999999602,0.4082482904647332,-1.83333333333286,35.8180013401083,25658.584400000003,0.9709505944546686,35.818,680.5399999999997,-0.00048120300751870125,0.0,0.00027354846644510485
S2,129,1,0,35.813999999999986,35.81,0.007999999999998408,6.399999999997453e-05,35.81,35.83,0.01999999999999602,0.0,1.5000000000058615,0.25000000001172307,35.81400089350532,25652.853200000005,0.7219280948873623,35.813999999999986,680.4699999999998,-0.0007218045112780518,0.0,0.00022337633327744488
S2,130,1,0,35.806,35.81,0.008000000000001251,6.400000000002e-05,35.79,35.81,0.020000000000003126,0.0,-1.4999999999984013,0.24999999999680256,35.806000893704955,25641.394000000004,0.7219280948873623,35.806,680.3199999999999,-0.0009624060150377444,0.0,0.0002234262414120888
S2,131,1,0,35.80800000000001,35.81,0.010770329614269242,0.00011600000000000502,35.79,35.83,0.03999999999999915,0.0,-0.0768394502824016,0.3020214030912278,35.808001619749746,25644.259600000005,1.1567796494470395,35.80800000000001,680.3400000000001,0.000781954887217975,0.0,0.0003007799825253921
S2,132,1,0,35.81400000000001,35.81,0.014966629547095066,0.00022399999999997907,35.79,35.83,0.03999999999999915,0.01999999999999602,-0.34362159674626064,-1.153061224488832,35.81400312726853,25652.856399999997,1.5219280948873621,35.81400000000001,680.46,0.0004812030075185303,0.0,0.0004178988537190781
S2,133,1,0,35.82000000000001,35.83,0.016124515496596537,0.00025999999999998187,35.79,35.83,0.03999999999999915,0.01999999999999602,-1.144936011594367,-0.4852071005890779,35.820003629257215,25661.453199999996,1.1567796494470395,35.82000000000001,680.5800000000002,0.0009022556390978212,0.0,0.0004501539781294398
S2,134,1,0,35.82200000000001,35.83,0.009797958971130762,9.599999999996178e-05,35.81,35.83,0.01999999999999602,0.01999999999999602,-0.4082482904669093,-1.8333333333316748,35.82200133995866,25664.315599999998,0.9709505944546686,35.82200000000001,680.6100000000001,-0.00048120300751870125,0.0,0.0002735179211414985
S2,135,1,0,35.83,35.83,0.021908902300204883,0.00047999999999992287,35.81,35.87,0.05999999999999517,0.01999999999999602,0.912870929175601,-0.49999999999960565,35.83000669829689,25675.7876,1.5219280948873621,35.83,680.79,0.0012030075187968387,0.0,0.00061146810773667
S2,136,1,0,35.83400000000001,35.83,0.019595917942264136,0.00038399999999994943,35.81,35.87,0.05999999999999517,0.0,0.867527617234139,-0.2708333333352524,35.83400535803945,25681.518799999998,1.3709505944546687,35.83400000000001,680.8300000000002,-0.001924812030075147,0.0,0.0005468526522929098
