subject_id,window_index,original_label,stress_label,E4_EDA_value_mean,E4_EDA_value_median,E4_EDA_value_std,E4_EDA_value_variance,E4_EDA_value_min,E4_EDA_value_max,E4_EDA_value_range,E4_EDA_value_iqr,E4_EDA_value_skewness,E4_EDA_value_kurtosis,E4_EDA_value_rms,E4_EDA_value_energy,E4_EDA_value_entropy,E4_EDA_value_mav,E4_EDA_value_auc,E4_EDA_value_slope,E4_EDA_value_zero_crossing_rate,E4_EDA_value_cv
S2,122,1,0,3.711756552056267,3.690756982816392,0.14475150533612183,0.020952998297073304,3.5124012917955616,3.933128569908764,0.42072727811320254,0.2736326433443592,0.132957350016411,-1.4858920356687257,3.7145779975698052,275.96179400059407,3.0841837197791886,3.711756552056267,70.560981612882,-0.02234329601584777,0.0,0.03899811404816711
S2,123,1,0,3.518917141283642,3.5098720101251555,0.0714334876077322,0.005102743151804031,3.429701697279089,3.654482916967254,0.2247812196881651,0.10490437759461635,0.5429045947943922,-0.96048382002874,3.51964211112034,247.7576118074329,2.8282129458410017,3.518917141283642,66.84192590575964,-0.010369292668801029,0.0,0.020299849283087826
S2,124,1,0,3.420160163262282,3.4234526520397246,0.04317073065247536,0.0018637119850685759,3.360764238787638,3.5073427284547494,0.14657848966711118,0.07641969900081236,0.19504574821506165,-1.1080892438364796,3.420432612163459,233.98718508702686,3.065957320949175,3.420160163262282,64.96914978162444,-0.0072280344755147295,0.0,0.01262242953303609
S2,125,1,0,3.337784299976927,3.355235198952092,0.05000719079216644,0.0025007191309241355,3.2598147434934033,3.41720360680036,0.15738886330695667,0.08283209935249225,-0.15780927423536018,-1.372471749798316,3.3381588866175003,222.8660950460678,3.1464393446710157,3.337784299976927,63.41717682439167,-0.008548257645751648,0.0,0.014982151720382926
S2,126,1,0,3.25035586383609,3.256126503305648,0.05078558419724377,0.0025791755622553364,3.1677130558012885,3.349706159116546,0.18199310331525753,0.08579742713310123,0.143304975067218,-0.9972557107101574,3.250752592421624,211.34784834271818,3.065957320949175,3.25035586383609,61.74840766926289,-0.008727309764483061,0.0,0.015624622756631427
S2,127,1,0,3.1379598647307065,3.162697992754505,0.09142379701153472,0.008358310660006304,2.9021442540439093,3.2524382631178925,0.3502940090739832,0.1082780456875665,-1.0603317833572428,0.3826088421480236,3.139291388724653,197.1030084664152,2.8332062193464953,3.1379598647307065,59.68190603603323,-0.014782479105983314,0.0,0.02913478850991631
S2,128,1,0,2.8431632674221174,2.8569332847673525,0.238920683591753,0.05708309304795055,2.542720603588814,3.157682929707722,0.6149623261189077,0.5043322522601681,0.02800300289609712,-1.7384212430644104,2.8531842664409814,162.81320916532724,2.808694969562842,2.8431632674221174,53.96126794330852,-0.038633766676066356,0.0,0.08403340262917129
S2,129,1,0,2.58265318152888,2.5902689957262663,0.11637809408980619,0.013543860783975783,2.3026077256392137,2.811722315490796,0.5091145898515825,0.0945201731668619,-0.7742658498661077,0.8270502489908926,2.5852739345851186,133.67282633690442,2.5016094970590275,2.58265318152888,48.89457281060609,-0.002976863408141885,0.0,0.045061448793102234
S2,130,1,0,2.7247289692021766,2.746396023883034,0.20632869253610664,0.042571529363659225,2.3026077256392137,2.9722728585935307,0.6696651329543171,0.3120807877402294,-0.5657452049572339,-0.7632422768653209,2.7325298689992787,149.3343896994643,2.908694969562842,2.7247289692021766,51.76200132805066,0.03185437458899705,0.0,0.0757244830103309
S2,131,1,0,2.6110556250043886,2.701206403429272,0.30360394900990595,0.09217535785440958,2.214775131225471,2.9722728585935307,0.7574977273680599,0.590879111282816,-0.08781834117243263,-1.8164340793188352,2.628647339359441,138.19573669442934,2.3282129458410012,2.6110556250043886,49.65815511906414,-0.04434372810229958,0.0,0.11627632368398726
S2,132,1,0,2.4537977520942027,2.3364397337300806,0.24875600230911343,0.061879548684811644,2.1407110194916363,2.973245046643188,0.8325340271515516,0.3598501753386354,0.7599579433775702,-0.7408257262199127,2.466374455930683,121.66005913734745,2.7841837197791888,2.4537977520942027,46.28189247679011,0.014814142471322457,0.0,0.10137591906130475
S2,133,1,0,2.582673179316692,2.6212028020326343,0.23660968029710802,0.05598414081029966,2.1407110194916363,2.973245046643188,0.8325340271515516,0.25574398299060386,-0.18268416569072932,-0.8222121946616601,2.593488941941355,134.52369783944178,2.690468570732828,2.582673179316692,49.029097969606546,-0.006769118198409325,0.0,0.09161425541256783
S2,134,1,0,2.668898639920261,2.6287921764779236,0.3350057212396921,0.11222883326332629,2.0173237787976195,3.1823945974972077,1.1650708186995882,0.4073488916755674,-0.11037382624828784,-0.7811646570838016,2.689841776653702,144.70497566863088,2.665957320949175,2.668898639920261,50.89963131058051,-0.0005344605395625282,0.0,0.12552208473893225
S2,135,1,0,2.392455758065121,2.095224771942954,0.47124764772048616,0.2220743454820914,1.9629888018286636,3.1823945974972077,1.219405795668544,0.8577429815573785,0.6823873694341045,-1.2809613520197989,2.4384254960488425,118.91837799562087,2.0609640474436812,2.392455758065121,45.5320157216856,-0.06603221730231404,0.0,0.1969723561791604
S2,136,1,0,2.245621962451761,2.090239077955501,0.3011756979492428,0.09070680103521353,1.9629888018286636,2.7640094222946012,0.8010206204659376,0.48390745249940004,0.8674998586240527,-1.0040369315017028,2.265728315416681,102.6704959856182,2.163865121950854,2.245621962451761,42.526578112532114,0.04501802746220261,0.0,0.1341168295399197
S2,137,1,0,2.593986816155456,2.7172651695736008,0.24468597964586786,0.05987122863525805,2.0794335304340357,2.8064081736086806,0.7269746431746449,0.1918323224925409,-1.2150458745911827,-0.13563626897917924,2.6055016467128893,135.77277662047157,2.1577174691301484,2.593986816155456,49.463334944619604,0.032984900232840036,0.0,0.09432815083020221
S2,138,1,0,2.7124614051624842,2.7204952777931393,0.05490018634775549,0.003014030461018278,2.6035387804754224,2.8064081736086806,0.20286939313325814,0.08006222949140573,-0.1411149032582945,-0.8592265755113484,2.713016937830845,147.2092180991411,3.1841837197791887,2.7124614051624842,51.57197900678386,-0.0008626925226487111,0.0,0.020239988020941742
S2,139,1,0,2.643596762790284,2.6430089463141564,0.06837878472170193,0.004675658200016858,2.5287579566543497,2.7471053631972318,0.2183474065428821,0.11409503753480621,-0.004815007650321457,-1.2381859439523726,2.6444809514222793,139.86559004870568,3.2219280948873625,2.643596762790284,50.234003595879884,-0.01184418249345387,0.0,0.025865814970029304
S2,140,1,0,2.450359576494127,2.523741139588096,0.16909126162247953,0.02859185475708182,2.175455037825315,2.6374403103983948,0.46198527257308,0.30926123269591876,-0.6756791340845921,-1.2250437510434502,2.4561868635903004,120.65707817747113,2.5414460711655216,2.450359576494127,46.59510634164815,-0.02729934724772469,0.0,0.06900671364502688
