subject_id,window_index,original_label,stress_label,E4_TEMP_value_mean,E4_TEMP_value_median,E4_TEMP_value_std,E4_TEMP_value_variance,E4_TEMP_value_min,E4_TEMP_value_max,E4_TEMP_value_range,E4_TEMP_value_iqr,E4_TEMP_value_skewness,E4_TEMP_value_kurtosis,E4_TEMP_value_rms,E4_TEMP_value_energy,E4_TEMP_value_entropy,E4_TEMP_value_mav,E4_TEMP_value_auc,E4_TEMP_value_slope,E4_TEMP_value_zero_crossing_rate,E4_TEMP_value_cv
S2,122,1,0,1.3658105311795645,1.3622510753746018,0.007348274204491943,5.399713378440169e-05,1.3586835924192902,1.3817790622207118,0.02309546980142163,0.00917894712101952,1.0307025021497278,-0.3916526903025144,1.3658302984685866,37.309848084295766,2.570950594454669,1.3658105311795645,25.938270593909934,0.0007090374553830111,0.0,0.00538015635166153
S2,123,1,0,1.3746844304576342,1.3802650526676912,0.008386209950484412,7.032851733360377e-05,1.3598080454858326,1.3817790622207118,0.021971016734879223,0.013050382765307234,-0.8808527183946945,-1.007213893799897,1.374710010096662,37.796552237199286,1.7709505944546686,1.3746844304576342,26.123009009029637,0.0012202947912014603,0.0,0.006100461869414373
S2,124,1,0,1.3767248584911473,1.3803007886836063,0.007288513151613603,5.3122423961244445e-05,1.3581389325490072,1.381745493899417,0.023606561350409727,0.003655093172138857,-1.572317909369191,0.9253368636321708,1.3767441513990282,37.9084891682286,1.5567796494470394,1.3767248584911473,26.16455495659873,-0.0009507714701608417,0.0,0.0052940956986871094
S2,125,1,0,1.3750968096206109,1.3789895270630046,0.010490362977913576,0.0001100477154083798,1.3580955143151252,1.3900210587320414,0.031925544416916196,0.016589189345550315,-0.30962062951990155,-1.25760760322712,1.3751368235721821,37.82002567088381,2.9037016960573485,1.3750968096206109,26.11996663857314,0.0004166542663546801,0.0,0.007628817770879613
S2,126,1,0,1.3747867819523492,1.374808102112707,0.009801122187356846,9.606199613149866e-05,1.3580955143151252,1.3900210587320414,0.031925544416916196,0.01698246163023609,-0.012657483301171201,-1.2644696279558585,1.3748217185610019,37.80269515654054,3.0709505944546684,1.3747867819523492,26.12507677641186,0.0002238602759013055,0.0,0.007129194371099618
S2,127,1,0,1.370475925504588,1.3697672675375534,0.008248071039138905,6.803067586668193e-05,1.3585309146192206,1.3832477749789185,0.02471686035969789,0.01356069203756971,0.12418294870637407,-1.3455517501440775,1.3705007453713858,37.56544586127048,2.8464393446710154,1.370475925504588,26.040618829624496,-0.0004879155785598576,0.0,0.00601839907264485
S2,128,1,0,1.369132957396636,1.3691084028558955,0.007905847565265252,6.25024257252105e-05,1.3585309146192206,1.3832477749789185,0.02471686035969789,0.01461269543870869,0.18968687303306198,-1.31840624141067,1.3691557827564342,37.491751149107685,2.6904685707328277,1.369132957396636,26.011208734858972,-0.00045320359325488636,0.0,0.005774346109013384
S2,129,1,0,1.3653577078190384,1.3618694475883533,0.006193095507129767,3.835443196043091e-05,1.3596530511685867,1.377945519017611,0.018292467849024385,0.008826606321675756,0.9947189489964959,-0.5890101010469442,1.3653717533085339,37.284800494656395,2.321928094887362,1.3653577078190384,25.94406037169623,-0.000771740830569243,0.0,0.004535877647054369
S2,130,1,0,1.3579687618150538,1.3608827839306112,0.006017440092222358,3.620958526348502e-05,1.3450977157882336,1.3632016290048359,0.01810391321660232,0.005260037957377062,-1.197075362046778,-0.22295978248603454,1.3579820940096277,36.88230735301546,2.2464393446710154,1.3579687618150538,25.805088488284095,-0.0007575100633083912,0.0,0.004431206564854614
S2,131,1,0,1.3597270858620083,1.3607231073431238,0.008873917234855179,7.874640709105978e-05,1.3450977157882336,1.3775481634471776,0.032450447658944004,0.00976624923781344,0.18605647401029554,-0.4202610383750818,1.3597560422494472,36.97872988867761,2.9659573209491747,1.3597270858620083,25.82462432772564,0.0007675099547357035,0.0,0.00652624877971707
S2,132,1,0,1.3645700537759438,1.362743247381597,0.01021161841765957,0.00010427715070788414,1.347891773746782,1.3836505644425512,0.03575879069576926,0.016111101212952672,0.1796961357063826,-0.9814078039434073,1.3646082620344893,37.24311417625579,3.1841837197791887,1.3645700537759438,25.922739136054986,0.0005545622329560598,0.0,0.007483396245874433
S2,133,1,0,1.370908056466842,1.3736695409339306,0.011600985251956804,0.00013458285881611925,1.347891773746782,1.3836832119564293,0.035791438209647364,0.016376394578723197,-0.7248657803962706,-0.7945518160479059,1.3709571408853416,37.59046964289021,2.6638651219508542,1.370908056466842,26.049079820940726,0.000985030628968176,0.0,0.008462263531994491
S2,134,1,0,1.3738370924780674,1.3756820994648413,0.010445612913939946,0.00010911082914786898,1.359684724975579,1.3980120334211112,0.03832730844553223,0.01672375670925197,0.296532111353973,-0.6539582718083965,1.3738768021543044,37.75074934995475,2.8609640474436815,1.3738370924780674,26.085894226872576,-0.00027474299738333447,0.0,0.007603239839083545
S2,135,1,0,1.3803065613647088,1.373824595206109,0.01931757968035381,0.00037316888470681844,1.359684724975579,1.4139533330437029,0.054268608068123836,0.035581052976420446,0.5402804257192362,-1.2409934891998469,1.3804417308351602,38.112387444623465,2.739353872167201,1.3803065613647088,26.2442126648281,0.0011685210111423805,0.0,0.013995137182608567
S2,136,1,0,1.3827627626979853,1.3794692418995909,0.016776945518173252,0.0002814659009197536,1.3624649467751684,1.4139533330437029,0.05148838626853447,0.021545653057947423,0.6354222251537814,-0.8565179731814414,1.3828645355945333,38.24628647610168,2.8659573209491747,1.3827627626979853,26.26922995073737,-0.0018500495896729438,0.0,0.012132916774124595
