subject_id,window_index,original_label,stress_label,RB_TEMP_value_mean,RB_TEMP_value_median,RB_TEMP_value_std,RB_TEMP_value_variance,RB_TEMP_value_min,RB_TEMP_value_max,RB_TEMP_value_range,RB_TEMP_value_iqr,RB_TEMP_value_skewness,RB_TEMP_value_kurtosis,RB_TEMP_value_rms,RB_TEMP_value_energy,RB_TEMP_value_entropy,RB_TEMP_value_mav,RB_TEMP_value_auc,RB_TEMP_value_slope,RB_TEMP_value_zero_crossing_rate,RB_TEMP_value_cv
S2,122,1,0,-1.3540125226032627,-1.3554473716145146,0.00523974586330383,2.7454936712009596e-05,-1.3607244707235502,-1.343126410559237,0.01759806016431309,0.007789648058064369,0.5415265283951948,-0.8023904945164295,1.3540226609267525,36.66754732606327,3.0219280948873624,1.3540125226032627,-25.730668973613422,0.000786050547408116,0.0,0.003869791287623948
S2,123,1,0,-1.346321730660026,-1.3446336003665842,0.00430173255116891,1.8504902941786178e-05,-1.3548581968845967,-1.339941247132836,0.014916949751760722,0.007101458031263386,-0.5676220197102955,-0.9932371313688648,1.346328603035065,36.25201414700699,3.084183719779189,1.346321730660026,-25.579034891191803,0.0006610346826254384,0.0,0.0031951742686794574
S2,124,1,0,-1.3389238337047176,-1.338774946392503,0.004337284141512277,1.8812033724213887e-05,-1.3448592860958848,-1.332965033967381,0.011894252128503702,0.007996419303536006,-0.016756299714456614,-1.6801999867819721,1.338930858743745,35.85471688992525,2.8464393446710154,1.3389238337047176,-25.439883581222578,0.0006322060579574877,0.0,0.0032393807865166505
S2,125,1,0,-1.3297318701640977,-1.3330493919520934,0.006650817263009519,4.4233370265945435e-05,-1.3376086456521696,-1.3147539758420457,0.022854669810123962,0.009520408493159715,0.9074659975823408,-0.46567994507330734,1.3297485024997675,35.36462159800749,2.9464393446710155,1.3297318701640977,-25.268456092534844,0.0010231345021940415,0.0,0.005001622817529946
S2,126,1,0,-1.3159163910558687,-1.3135486063058328,0.009838474986357603,9.679559005718422e-05,-1.3335406384538777,-1.304305739515726,0.029234898938151677,0.017761323018039787,-0.3879101201545125,-1.3253264027996472,1.3159531693185582,34.63465487679116,3.0464393446710156,1.3159163910558687,-24.999404632132563,0.0016709184287080974,0.0,0.007476519825445278
S2,127,1,0,-1.3113609324866542,-1.3081683695455353,0.00754975359316607,5.699877931752399e-05,-1.3307039708241777,-1.304305739515726,0.026398231308451647,0.007747426666003365,-1.2558093514059199,0.4664331601292995,1.3113826649882117,34.39448988063168,2.684183719779189,1.3113609324866542,-24.90569504593618,-0.0008901314638732331,0.0,0.00575718965399551
S2,128,1,0,-1.3302436967660927,-1.3326500362226126,0.016438031842339513,0.00027020889084976773,-1.3535324859847062,-1.304646989114852,0.04888549686985422,0.02958362235030343,0.16739637270914579,-1.424924153101753,1.3303452565694256,35.39637003353542,3.208694969562842,1.3302436967660927,-25.275784197772083,-0.0028305073055891598,0.0,0.012357158227700246
S2,129,1,0,-1.3442840699608856,-1.3444090502541641,0.006427200697430761,4.130890880505446e-05,-1.3535962986459298,-1.3332023070971968,0.020393991548733004,0.010982533468900213,0.10785262761796229,-1.2198053269516205,1.3442994345232049,36.14281939318817,3.2219280948873625,1.3442840699608856,-25.551782194858593,0.00014130786070682948,0.0,0.00478113282828515
S2,130,1,0,-1.3311638704786504,-1.3320749132470149,0.014642349196153382,0.0002143983899820936,-1.3535962986459298,-1.3044121585960757,0.04918414004985405,0.022497455295181323,0.1676674468172403,-1.0646707527837846,1.3312443984699738,35.444232969153646,3.284183719779189,1.3311638704786504,-25.294273180952,0.002532590849139259,0.0,0.01099965941149559
S2,131,1,0,-1.308620539521931,-1.3034509552395663,0.012185343176166251,0.00014848258832094144,-1.330947519396833,-1.2865886644869327,0.044358854909900325,0.018787219315378856,-0.3374243177726844,-0.9385893951328383,1.3086772707764858,34.25272398093983,3.1037016960573482,1.308620539521931,-24.86364269849674,0.0020123544288678935,0.0,0.00931159400922886
S2,132,1,0,-1.2811853310266241,-1.2828233838484406,0.018231304969499387,0.00033238048089089304,-1.3024897518830567,-1.2584586547924512,0.04403109709060549,0.03811239663976007,0.06896198592789582,-1.7930807554219903,1.2813150404637774,32.83536465837383,2.1393538721672005,1.2811853310266241,-24.341658748145054,0.002943198350502499,0.0,0.014230029432892817
S2,133,1,0,-1.2677816882334416,-1.2668603957690485,0.006749500661436401,4.555575917873041e-05,-1.2790581032099486,-1.2584586547924512,0.02059944841749739,0.01214913574404064,-0.1156912398917657,-1.3581129234417315,1.2677996548269028,32.146319295584284,3.1841837197791887,1.2677816882334416,-24.08309241924566,-0.0004292792079404094,0.0,0.005323866659441439
S2,134,1,0,-1.2665377940285776,-1.2642107929918285,0.0062151917363135875,3.86286083191407e-05,-1.2773997767588774,-1.2563145349638107,0.021085241795066656,0.00923637507288455,-0.3891807447148628,-1.06407948848011,1.266553043623162,32.08313224622191,2.965957320949175,1.2665377940285776,-24.070167329818474,0.0008008423053170151,0.0,0.004907229587318064
S2,135,1,0,-1.2545624644123383,-1.2552750483620918,0.0073666319341649175,5.426726605345835e-05,-1.263559019441304,-1.2437003062701986,0.019858713171105435,0.014270132178509476,0.1619683666667764,-1.6046263843134028,1.2545840921908793,31.479624887568253,3.065957320949175,1.2545624644123383,-23.83527196081865,0.0011808591920998742,0.0,0.005871873376680046
S2,136,1,0,-1.2655313753175703,-1.2534311167678793,0.023480736151779525,0.0005513449702294859,-1.316368191914295,-1.2437003062701986,0.07266788564409654,0.03289821192740039,-0.9547349056293386,-0.5471173659765816,1.2657491879844955,32.042420137668195,2.6219280948873624,1.2655313753175703,-24.02532562951407,-0.0034969130492708985,0.0,0.018554052953359067
S2,137,1,0,-1.3072554933502556,-1.3190777000655645,0.028502130730587952,0.0008123714561835262,-1.3348868031623728,-1.252626671775386,0.08226013138698685,0.047788493419569145,0.6754431989932815,-1.0585156460012635,1.3075661728381487,34.194585927012064,2.821928094887362,1.3072554933502556,-24.85309741425155,-0.004640020240248297,0.0,0.021803029993427092
S2,138,1,0,-1.331643331355599,-1.332217395019341,0.002928385910602788,8.575444041416919e-06,-1.3348868031623728,-1.3217872082168338,0.013099594945539028,0.0025548365474343804,1.9835956131869632,4.1114975829857965,1.3316465512244153,35.465650747757586,2.3464393446710154,1.331643331355599,-25.305102162530403,-0.0002213561652253428,0.0,0.0021990767660149068
S2,139,1,0,-1.333674226218459,-1.333423166289109,0.002415068392689347,5.832555341367107e-06,-1.3403398862068603,-1.3307346880857673,0.00960519812109295,0.0019071787934852313,-1.1655038027174072,1.0575902113215054,1.3336764128658598,35.57385548469495,2.565957320949175,1.333674226218459,-25.337874972813363,-0.00037659516041750314,0.0,0.0018108383180929471
S2,140,1,0,-1.3500871904671978,-1.3418232470405447,0.017662598107411987,0.0003119673719039535,-1.382937659273542,-1.3333117897974471,0.04962586947609493,0.03091755552618758,-0.6586720437826605,-1.1421839052859624,1.3502027215331465,36.46094778471031,2.595461844238322,1.3500871904671978,-25.64342934923264,-0.0028906847537335796,0.0,0.013082561061334003
S2,141,1,0,-1.3804207991856212,-1.3841035694267534,0.018765126029848013,0.0003521299549160795,-1.4047592791224004,-1.3433066078742288,0.06145267124817155,0.02815080607004372,0.5339429045255779,-0.8906973695558285,1.3805483377191776,38.11827425558369,3.1464393446710153,1.3804207991856212,-26.23438304021411,-0.003188873633551813,0.0,0.013593772305458229
S2,142,1,0,-1.4036565808506123,-1.4052820645020545,0.009385889756903517,8.809492652874636e-05,-1.417923360756894,-1.385269479579965,0.03265388117692902,0.013318782073888258,0.38826057399927694,-0.8622689667996362,1.4036879610126176,39.40679783783519,3.208694969562842,1.4036565808506123,-26.671535196843813,-0.0016072489803324486,0.0,0.006686742245183428
S2,143,1,0,-1.4193624248660865,-1.4186912636610285,0.009193232976580088,8.451553256167958e-05,-1.435048502372957,-1.4058048498817086,0.029243652491248273,0.01575834943595167,-0.14791714938240758,-1.259881749284221,1.419392196911868,40.29348417308598,3.2841837197791888,1.4193624248660865,-26.9668218211944,-0.0015909630202521282,0.0,0.006477015887924078
S2,144,1,0,-1.4358818861408849,-1.435932920771552,0.009873435233619159,9.74847233124722e-05,-1.452954822620573,-1.419459166565163,0.03349565605541005,0.01570964391883045,0.00022467534244117183,-1.1348142567859552,1.4359158316805405,41.23708551341636,3.321928094887362,1.4358818861408849,-27.281430728224834,-0.0017115073161493109,0.0,0.006876216859420987
S2,145,1,0,-1.453574593365786,-1.454209427083065,0.010274615123395043,0.00010556771593389816,-1.469965144058478,-1.4368173391701473,0.03314780488833069,0.017891532980319536,0.07067759458162101,-1.3407362783525856,1.4536109060523883,42.2596933238889,3.2464393446710154,1.453574593365786,-27.618100625701413,-0.0017762701406633058,0.0,0.007068515898866898
S2,146,1,0,-1.4694321176957166,-1.4707853285920538,0.007635097309973358,5.829471093276241e-05,-1.4810935953784552,-1.4554640315455567,0.025629563832898494,0.01267794745890094,0.20049001214605844,-1.2002804484107852,1.4694519533576627,43.18578086453301,3.208694969562842,1.4694321176957166,-27.92036354045233,-0.0013175019845646015,0.0,0.005195951019463425
S2,147,1,0,-1.4815985295687049,-1.4816674791375624,0.006277313821989819,3.940466881974443e-05,-1.492413530700437,-1.4716055131256294,0.020808017574807547,0.01068602610385283,-0.041992535123223054,-1.2318851757160665,1.481611827534111,43.90347214977937,3.2841837197791888,1.4815985295687049,-28.149961069461067,-0.0010877346385022397,0.0,0.004236852086926107
S2,148,1,0,-1.492071428659569,-1.4931561727408162,0.005552752579707215,3.083306121144513e-05,-1.49880900006519,-1.4822413628966695,0.016567637168520388,0.010330816547428956,0.32797719006367826,-1.3854552644984697,1.4920817609244537,44.52615962566836,3.046439344671015,1.492071428659569,-28.350903391710446,-0.0009442104762195522,0.0,0.003721505869659093
S2,149,1,0,-1.5004393021731854,-1.4991086295405829,0.004180480363308531,1.747641606800823e-05,-1.5090832280248017,-1.4938988147811958,0.015184413243605865,0.005521683699835078,-0.5757386025597089,-0.6823676525885012,1.5004451259283103,45.026711518440464,3.0464393446710156,1.5004393021731854,-28.507295022060706,-0.0007032906071167258,0.0,0.0027861709282432584
S2,150,1,0,-1.5089363889056013,-1.5096194608673372,0.005834982110470036,3.404701622950536e-05,-1.5177387344897735,-1.499408259015976,0.018330475473797403,0.010236505992143652,0.15365444379289223,-1.3184534368818082,1.5089476706565093,45.5384614555941,3.246439344671016,1.5089363889056013,-28.670154281359153,-0.0010085966559193868,0.0,0.0038669503587901548
S2,151,1,0,-1.5191063621903234,-1.518259104501706,0.005856765759577327,3.4301705162557384e-05,-1.5294845721223687,-1.5101556937098728,0.019328878412495865,0.009456888638115002,-0.23407414127620413,-1.1634770537724317,1.5191176522416823,46.154368827045616,3.246439344671015,1.5191063621903234,-28.86230711089035,-0.0010112568557466227,0.0,0.0038554020346098414
S2,152,1,0,-1.5307919690875038,-1.5300095195565262,0.00797545040718022,6.360780919739113e-05,-1.5465145047331863,-1.5187794745136383,0.02773503021954804,0.01159987352241787,-0.34874664905505826,-0.8780315717427682,1.5308127450579951,46.86775320863989,3.246439344671016,1.5307919690875038,-29.083192392126662,-0.0013701370997934634,0.0,0.005210015840319792
S2,153,1,0,-1.5457752413425057,-1.5474165023354716,0.009485321582062459,8.997132551513988e-05,-1.5592272938056826,-1.5305344669906837,0.02869282681499885,0.01679686558298954,0.17506090552037148,-1.3633045082636357,1.5458043433995765,47.79022136145992,3.1464393446710153,1.5457752413425057,-29.370623946451925,-0.0016357981537935397,0.0,0.006136287688127582
S2,154,1,0,-1.5534902464456555,-1.5541297265915546,0.004838316486459134,2.3409306423142257e-05,-1.5594141181145644,-1.543785328969507,0.015628789145057498,0.008082339619483347,0.44073640021216337,-0.990487882157101,1.5534977808507509,48.26710710216415,3.003701696057348,1.5534902464456555,-29.523753014459487,0.0001793042344480524,0.0,0.0031144814056792915
S2,155,1,0,-1.5510997968861284,-1.5508830670132288,0.005425443387596322,2.9435435952012654e-05,-1.5594141181145644,-1.5434104532409292,0.016003664873635248,0.009543364060476511,-0.06509180027405866,-1.3890160753075325,1.5511092854264463,48.11880030672282,3.084183719779189,1.5510997968861284,-29.464036451789706,0.0003136978766936882,0.0,0.0034978042022106087
S2,156,1,0,-1.5568233537730687,-1.5572951644794577,0.008474438795563555,7.181611289975269e-05,-1.5679675925888161,-1.5434104532409292,0.024557139347886947,0.015389201829677512,0.16178896259338177,-1.3758086199177497,1.556846418554549,48.475415419322516,3.103701696057348,1.5568233537730687,-29.580778052546503,-0.0014601966822251084,0.0,0.0054434170550083085
S2,157,1,0,-1.5686478561117054,-1.5681664749955075,0.005293783767190739,2.802414657377217e-05,-1.5754983327688123,-1.5580854752077522,0.017412857561060147,0.008346112735797995,0.325958648124484,-0.9006329662738706,1.5686567886667957,49.21368241260848,2.960964047443681,1.5686478561117054,-29.80644769320931,-0.0008987354799140885,0.0,0.0033747432520086023
S2,158,1,0,-1.5749094115573687,-1.5751015543877247,0.002914325668410471,8.493294101556137e-06,-1.5790524537639736,-1.5683653574021987,0.010687096361774895,0.002325177704807002,0.6716189793538213,-0.1095425346754002,1.5749121079939918,49.606962958121585,2.7393538721672006,1.5749094115573687,-29.92497003594164,-0.0004601781102535505,0.0,0.0018504719363690917
S2,159,1,0,-1.5755416848521024,-1.575313907158029,0.0022174027948911883,4.916875154791254e-06,-1.5790524537639736,-1.5719485708044791,0.00710388295949449,0.0034849782955799213,0.011979804681180534,-1.1352576202486222,1.5755432452274218,49.64673035163512,3.208694969562842,1.5755416848521024,-29.934688860421442,0.00011127350295794075,0.0,0.0014073907508828228
S2,160,1,0,-1.5803237217451989,-1.5784531238935042,0.006920772029925698,4.789708549020186e-05,-1.5922439855208685,-1.5719485708044791,0.020295414716389404,0.01233610922246231,-0.3880455101515302,-1.315859418350882,1.5803388758731736,49.94941925192172,3.065957320949175,1.5803237217451989,-30.02200233123665,-0.0011110900453025192,0.0,0.004379338191723707
S2,161,1,0,-1.5919821318490415,-1.5926296020956334,0.00668374239496864,4.4672412402301126e-05,-1.601331814005472,-1.5792930328467942,0.022038781158677745,0.010329192763457229,0.32432716943868783,-1.0066472421844448,1.5919961622249659,50.689035610780394,3.1841837197791887,1.5919821318490415,-30.24933021355469,-0.0011491712945539648,0.0,0.00419837777149274
S2,162,1,0,-1.601504366706887,-1.6015529782445563,0.004805700892046023,2.3094761063811947e-05,-1.6099324810697064,-1.5930152186703983,0.01691726239930813,0.00672427025811162,0.07382784001499854,-0.9024415481686203,1.6015115770241222,51.29678662684581,3.246439344671015,1.601504366706887,-30.428613484267686,-0.0008282268528878449,0.0,0.003000741672611112
S2,163,1,0,-1.611347694320671,-1.6105334342992155,0.006788134847859522,4.6078774712724813e-05,-1.6231968597875317,-1.6017741424836407,0.021422717303891003,0.011589320798978342,-0.24039234276887939,-1.2476815800322605,1.6113619924670108,51.9297494153451,3.221928094887362,1.611347694320671,-30.614468385277828,-0.001171297008913332,0.0,0.004212706464151013
S2,164,1,0,-1.622138296900777,-1.6237110813404998,0.005759824974620224,3.317558373825887e-05,-1.6303693147086438,-1.6111343875287243,0.01923492717991948,0.008861402259290108,0.4566839324287283,-1.0328106866397608,1.6221485227487316,52.62731659711784,3.1841837197791887,1.622138296900777,-30.822014086896857,-0.0009815142410977877,0.0,0.0035507607370005526
S2,165,1,0,-1.629725903469566,-1.630710351899312,0.00316429343406572,1.0012752936871427e-05,-1.635365395906824,-1.6242253028934681,0.011140093013355834,0.004801951756058687,0.10947813459753974,-1.0883083538800922,1.629728975379842,53.1203306638526,3.008694969562842,1.629725903469566,-30.964722719991173,-0.0005404138589382297,0.0,0.0019416108115660267
S2,166,1,0,-1.6346537397496832,-1.6356781139872303,0.0025346872992879463,6.424639705171623e-06,-1.6390504199723372,-1.6310513890899805,0.007999030882356761,0.0045426112715132305,0.06391013518575121,-1.3582164123355807,1.634655704886301,53.4419854703466,2.670950594454669,1.6346537397496832,-31.058023890462508,-0.00042685375135463794,0.0,0.0015505958464794424
S2,167,1,0,-1.6372418026937758,-1.6367228258763513,0.0012014285727743616,1.4434306154786397e-06,-1.6394806046427257,-1.6359908320676368,0.0034897725750888675,0.0019874609288637046,-0.7282502998976967,-0.9807038883104435,1.6372422435053955,53.61124327837162,2.6219280948873624,1.6372418026937758,-31.108279385703856,-4.7526287300563194e-05,0.0,0.0007338125442421731
S2,168,1,0,-1.6376393675222516,-1.6377159113232618,0.000931105094053992,8.669566961732934e-07,-1.6394806046427257,-1.6361833411699314,0.003297263472794354,0.0010105463940466297,-0.3633820895281964,-0.4394476522126176,1.6376396322193034,53.63727130030752,2.9659573209491747,1.6376393675222516,-31.114719079435474,5.398500191646315e-05,0.0,0.0005685654073294257
S2,169,1,0,-1.6366512219348472,-1.6368227906087354,0.0013567378616493142,1.8407376252327534e-06,-1.638031112714422,-1.6327923363455668,0.00523877636885528,0.0018454986077449664,1.2384099192268188,1.1659380612586059,1.6366517842835275,53.572581259969084,2.384183719779189,1.6366512219348472,-31.09783075762639,0.00019495212206718362,0.0,0.0008289718930129659
S2,170,1,0,-1.6340465638759543,-1.6335443002225714,0.0018955191772424668,3.5929929512939582e-06,-1.63692773743124,-1.631325220224757,0.005602517206483082,0.003187968362632576,-0.10033055696078068,-1.467831130613996,1.634047663291302,53.402235318155284,3.008694969562842,1.6340465638759543,-31.04652708481677,0.00023826618705812807,0.0,0.0011600153992835432
S2,171,1,0,-1.630776400461621,-1.631338268858911,0.0019534834292465634,3.8160975083409134e-06,-1.633632544904236,-1.6271603063270834,0.0064722385771525115,0.0033440413415393166,0.1246799575275396,-1.3114454136585052,1.6307775704859537,53.188709688001396,2.8709505944546683,1.630776400461621,-30.986049822818877,0.00026096004632168365,0.0,0.0011978855155701262
S2,172,1,0,-1.6254778245614823,-1.6263044615676225,0.003860942747403657,1.4906878898728902e-05,-1.6316166703373312,-1.6199838687673929,0.01163280156993829,0.0074900319641120205,0.061810879379338934,-1.6303667880133312,1.6254824099386702,52.84386130040055,2.701609497059027,1.6254778245614823,-30.88375622167728,0.0006430857596128688,0.0,0.002375266330345204
S2,173,1,0,-1.61901992129099,-1.6198640884004591,0.0038416192557351857,1.4758038506035362e-05,-1.6254486168081619,-1.6104518240429915,0.014996792765170408,0.003931665454254274,0.7579432398283885,-0.1388684852878308,1.619024478992084,52.42480527151179,2.960964047443681,1.61901992129099,-30.76244820539422,0.0006271694746620561,0.0,0.0023728054270462083
S2,174,1,0,-1.6121054754010244,-1.6100390487753975,0.004791260298427129,2.295617524728402e-05,-1.6197443080335254,-1.6052046519060057,0.014539656127519729,0.008084735475193838,-0.42118760940609096,-1.3012352294189795,1.6121125953211861,51.9781403998642,3.0414460711655216,1.6121054754010244,-30.62963502805072,0.0008047256786206441,0.0,0.0029720513772433306
S2,175,1,0,-1.606779714020531,-1.6062651955624498,0.001661225291957305,2.7596694706386336e-06,-1.6096262735078037,-1.6043457164005714,0.005280557107232298,0.0030678423513492703,-0.22777931952409425,-1.304714024657947,1.606780572778178,51.6348761811474,3.065957320949175,1.606779714020531,-30.527547050675167,0.00021007967945022433,0.0,0.0010338849049821139
S2,176,1,0,-1.6051263664343403,-1.605348201869456,0.0011522897140641218,1.3277715851379753e-06,-1.6065376122538304,-1.6028277255586723,0.003709886695158149,0.0017753152812103323,0.48280780192479167,-1.007634625664967,1.6051267800377307,51.528639599885864,2.903701696057348,1.6051263664343403,-30.498845690650164,8.477841649140809e-05,0.0,0.0007178809956401384
S2,177,1,0,-1.6024582181512539,-1.602588332543903,0.002556452640335242,6.535450102277031e-06,-1.6065376122538304,-1.5992048759391488,0.007332736314681565,0.004740820140828328,-0.1798886286300494,-1.3990565111038389,1.6024602573451217,51.35757752741187,3.008694969562842,1.6024582181512539,-30.446041442110758,0.000431970508251866,0.0,0.0015953318541338355
S2,178,1,0,-1.5990929872865274,-1.5992269083765205,0.0013706609753361676,1.8787115093094944e-06,-1.6023489395291337,-1.5973247793162206,0.005024160212913076,0.0017679235719094688,-0.7009203338145075,-0.16233239091027496,1.5990935747167705,51.142005214009195,2.8659573209491747,1.5990929872865274,-30.38202288630788,0.0002112762877631636,0.0,0.000857149012742541
S2,179,1,0,-1.5961125564823524,-1.5968780702508414,0.002130189164110907,4.537705874895525e-06,-1.5992489408138921,-1.5916713395456705,0.007577601268221601,0.0034698556714973794,0.4217063424471793,-1.0234604212902174,1.5961139779685238,50.95159661333011,3.003701696057348,1.5961125564823524,-30.32679098946727,0.00034907058480395357,0.0,0.001334610867798445
S2,180,1,0,-1.5914221277166762,-1.591106589230824,0.0030263991996716355,9.159092115773115e-06,-1.5964313611854621,-1.5868432074129615,0.009588153772500663,0.005733165649072447,-0.10637640691364587,-1.5336310758818772,1.5914250053578989,50.65267095356777,3.0037016960573486,1.5914221277166762,-30.236805270034314,0.0005135126144813428,0.0,0.0019016948092922526
S2,181,1,0,-1.586488000918937,-1.586457667502203,0.0023050868666693197,5.313425462891383e-06,-1.5905418389159778,-1.5834148315661498,0.007127007349827963,0.004366217358139357,-0.07938822784442176,-1.4935032310469905,1.5864896755053997,50.338989809704564,2.9232196723355077,1.586488000918937,-30.142186737728057,0.00038184454265120126,0.0,0.0014529494489300585
S2,182,1,0,-1.5862460699438745,-1.5856242583283282,0.002435293624328463,5.930655036694861e-06,-1.591646116035825,-1.5834148315661498,0.008231284469675249,0.00345016848391988,-0.7608045872928348,-0.5318034638631142,1.586247939342215,50.32365050134848,3.065957320949175,1.5862460699438745,-30.136062277063857,-0.0003458939715481531,0.0,0.0015352558915494301
S2,183,1,0,-1.5920012566944348,-1.5921032009556253,0.004337924727935673,1.881759094523578e-05,-1.5987590896670842,-1.5852571052285718,0.013501984438512471,0.007957931792925699,0.02872576461145728,-1.3998274298718454,1.5920071667262072,50.68973637815211,3.246439344671016,1.5920012566944348,-30.24801703644087,-0.0007501824164075601,0.0,0.0027248249394870197
S2,184,1,0,-1.6002284907003073,-1.5992809933032608,0.005032559021372165,2.532665030359436e-05,-1.6099119836768456,-1.5925602858754255,0.017351697801420096,0.00804380473293187,-0.2883829436457533,-1.0840303303592052,1.6002364041288673,51.215130981985745,3.2464393446710154,1.6002284907003073,-30.40333367923001,-0.0008662412568593796,0.0,0.003144900275566128
S2,185,1,0,-1.6124282177486553,-1.610915647026801,0.00877591247585005,7.701663978378056e-05,-1.626375150427892,-1.5998028969394373,0.02657225348845471,0.016141049810608932,-0.19551392596990141,-1.4295338033521596,1.6124520997635523,52.00003548063777,3.208694969562843,1.6124282177486553,-30.63547533128944,-0.001508344833855905,0.0,0.005442668628128683
S2,186,1,0,-1.6267217497093462,-1.6270143550068794,0.007554578461594638,5.707165573238961e-05,-1.6362826040184206,-1.611919310376756,0.024363293641664674,0.012120153009834489,0.3593668661933492,-1.0143591273895194,1.6267392915378818,52.92561445266339,3.1037016960573482,1.6267217497093462,-30.91046214262712,-0.0012936721445260693,0.0,0.004644050811359993
S2,187,1,0,-1.6330156239803426,-1.6333058999624641,0.002423974717277692,5.875653430001466e-06,-1.6362826040184206,-1.6276535595858665,0.008629044432554078,0.003581792193880773,0.46191701505185767,-0.6841910708995051,1.633017422998707,53.33491807634675,3.065957320949175,1.6330156239803426,-31.031490488066183,-2.895308832778617e-05,0.0,0.001484354884106651
