subject_id,window_index,original_label,stress_label,E4_ACC_x_mean,E4_ACC_x_median,E4_ACC_x_std,E4_ACC_x_variance,E4_ACC_x_min,E4_ACC_x_max,E4_ACC_x_range,E4_ACC_x_iqr,E4_ACC_x_skewness,E4_ACC_x_kurtosis,E4_ACC_x_rms,E4_ACC_x_energy,E4_ACC_x_entropy,E4_ACC_x_mav,E4_ACC_x_auc,E4_ACC_x_slope,E4_ACC_x_zero_crossing_rate,E4_ACC_x_cv,E4_ACC_y_mean,E4_ACC_y_median,E4_ACC_y_std,E4_ACC_y_variance,E4_ACC_y_min,E4_ACC_y_max,E4_ACC_y_range,E4_ACC_y_iqr,E4_ACC_y_skewness,E4_ACC_y_kurtosis,E4_ACC_y_rms,E4_ACC_y_energy,E4_ACC_y_entropy,E4_ACC_y_mav,E4_ACC_y_auc,E4_ACC_y_slope,E4_ACC_y_zero_crossing_rate,E4_ACC_y_cv,E4_ACC_z_mean,E4_ACC_z_median,E4_ACC_z_std,E4_ACC_z_variance,E4_ACC_z_min,E4_ACC_z_max,E4_ACC_z_range,E4_ACC_z_iqr,E4_ACC_z_skewness,E4_ACC_z_kurtosis,E4_ACC_z_rms,E4_ACC_z_energy,E4_ACC_z_entropy,E4_ACC_z_mav,E4_ACC_z_auc,E4_ACC_z_slope,E4_ACC_z_zero_crossing_rate,E4_ACC_z_cv
S2,122,1,0,44.67083886279663,41.84067125349175,6.89474715190016,47.53753828863536,33.634124678718265,61.03266400420841,27.39853932549014,7.359679786009181,0.8347725901899409,-0.19726919369021134,45.19979405920537,40860.42765989154,2.8016094970590277,44.67083886279663,849.3963856044351,-0.10676361482374122,0.0,0.15434559384651128,-2.093021116775829,-20.38992940791387,24.689092753369412,609.551300984478,-28.584072456837838,35.57751529946614,64.16158775630399,45.43884158804782,0.5361315900282624,-1.5450922207681184,24.777651994887396,12278.640767594949,1.7387586809150084,23.875199046827316,-41.699656830985575,-3.5099985704093197,0.05263157894736842,11.79591192629793,36.08785105395922,37.29146827807365,4.962563991958195,24.627041374280058,27.0620316367946,41.996098384151765,14.934066747357164,9.594725514835595,-0.3889155261735423,-1.2500236697452245,36.42746264931207,26539.200701340513,2.908694969562842,36.08785105395922,684.4192093442138,0.5014919379678593,0.0,0.137513424796009
S2,123,1,0,43.29514582187749,42.00207504346186,3.3277809036679153,11.074125742816848,41.41909940030485,53.48517892907241,12.06607952876756,0.4831198678094495,2.289889513142182,3.668648893634588,43.42284856478733,37710.87554960906,1.1219280948873622,43.29514582187749,818.9213099729271,-0.3362313182424405,0.0,0.07686267918715158,-21.405182221841493,-21.652075598237644,0.9303323852380572,0.8655183470227328,-22.244809332125616,-17.94672414557509,4.2980851865505265,0.46644372381041066,2.583703218464478,6.778198118037439,21.4253901784136,9180.946885945239,1.9199730940219752,21.405182221841493,-407.2417801545968,-0.0930497315900556,0.0,0.04346295096188256,39.66637676939239,41.000196864025966,3.9886626320795844,15.909429592548037,27.0620316367946,41.996098384151765,14.934066747357164,0.15521215783591913,-2.510022567239701,4.654670049275365,39.86641287605321,31786.617512078818,1.1219280948873624,39.66637676939239,758.376054643683,0.3793574638291319,0.0,0.10055525502791422
S2,124,1,0,42.08885021639183,42.00393723378577,0.25613043702288585,0.06560280076953448,41.745779605262214,42.750822957802576,1.005043352540362,0.1630276046268193,1.4750052966056424,1.5386197934215033,42.08962954622713,35430.73830677271,2.119240704636849,42.08885021639183,799.8084248589007,0.017755145643906917,0.0,0.006085470040308533,-22.0110683308997,-22.035074644629074,0.33241672882341256,0.11050088160165819,-22.71720600705697,-21.377019897576623,1.3401861094803458,0.4303018477913767,-0.03961772823458629,-0.5165624415428267,22.013578308606203,9691.952598982749,3.133206219346495,22.0110683308997,-418.011110787796,-0.0351898960310227,0.0,0.01510225327667342,40.863208239769286,40.99159420333801,0.30188719288855687,0.09113587723013274,40.066040049751834,41.12549896152244,1.059458911770605,0.1157979969400813,-1.7730038474937868,1.8306233499578344,40.86432335820549,33397.85847047958,1.9804820237218406,40.863208239769286,776.5417047454773,-0.03614431250919276,0.0,0.007387750641535564
S2,125,1,0,42.37579016199558,42.358585836788734,0.38756279740795435,0.15020492193467905,41.8713029288028,42.99278701069858,1.1214840818957796,0.7339168013563935,0.2217081493112032,-1.5519625252714915,42.37756242135001,35917.15593550832,2.7709505944546686,42.37579016199558,805.4745866328857,0.04818591009373056,0.0,0.009145854175848199,-22.146467911981624,-22.073248206038503,0.22654176459384848,0.05132117110529466,-22.71720600705697,-21.85138559639516,0.8658204106618079,0.29925405932484495,-0.8292245356911419,-0.087965425622484,22.14762655788509,9810.347242950738,2.984183719779189,22.146467911981624,-420.8538004138594,0.005364978681752677,0.0,0.010229250347920512,40.480256878937276,40.48492072921907,0.40814602258527316,0.16658317575217832,39.7915016815076,41.11455402766659,1.3230523461589954,0.7719592293361472,0.049593771735120945,-1.3540219543988603,40.48231441210471,32776.35560321,3.208694969562842,40.480256878937276,768.6506194892819,-0.051369259934520815,0.0,0.01008259467833664
S2,126,1,0,43.15758085889766,42.54919901686267,2.8892846110918,8.347965563891893,41.59153070091789,55.42855482750477,13.837024126586876,0.846532903627363,3.8012961615847503,13.286859157357576,43.25418767190272,37418.49502312363,1.0219280948873624,43.15758085889766,814.4003166821002,0.19848161571482328,0.0,0.06694732544296735,-22.326572577134723,-22.12084232167982,0.4524566315351599,0.20471700342014348,-23.327598624627466,-21.598384108550853,1.7292145160766133,0.6575230749627075,-0.6714637880681353,-0.44748125610899825,22.331156710871124,9973.611200909687,2.6638651219508542,22.326572577134723,-423.95746926178396,-0.03303572824432507,0.0,0.02026538690486392,40.20970953813408,40.292638786170905,0.7898882771736063,0.6239234904162879,38.167045467315994,41.16926720293212,3.002221735616125,0.6048582021223581,-1.4115565950042677,1.7623043417797177,40.217467158332184,32348.89329263055,2.2588718484453603,40.20970953813408,764.8564067152694,-0.04866957935150759,0.0,0.019644217435206595
S2,127,1,0,43.59689777157044,42.45026255316726,4.8160819796501215,23.194645634710632,33.40252890775569,55.42855482750477,22.02602591974908,3.254408150747949,0.6874120498215737,0.9052942156636847,43.86210369942913,38477.682818789486,2.6282129458410015,43.59689777157044,824.4190079795613,0.2347543139369765,0.0,0.1104684559182257,-5.141949444430577,-13.338030730059002,18.85652490440978,355.56853147062634,-23.327598624627466,26.3142782412882,49.64187686591566,37.56189438408246,0.35386276931851457,-1.6049225122632476,19.545029433585057,7640.163511194125,2.123219672335508,18.433853399738037,-89.33632833950493,2.3572769117613515,0.10526315789473684,3.667193757580393,40.650928012487256,40.467758812257486,5.38859823958365,29.036990987644014,29.13282112798837,52.10183023498111,22.969009106992736,3.587131968558964,0.07036190670406164,0.3626617901417126,41.00652313064429,33630.6987852813,2.8037016960573484,40.650928012487256,775.0667867559471,-0.030808921461597538,0.0,0.13255781609532669
S2,128,1,0,47.92037595327676,47.55956424891356,7.027903052313531,49.39142131271784,33.40252890775569,60.91304412184469,27.510515214089004,10.855202192200473,-0.055609988335230634,-0.6922166490113963,48.43298310878759,46915.07705632208,3.1464393446710153,47.92037595327676,912.9745475346267,0.7440024280065939,0.0,0.14665792812572806,14.87491826259696,16.551453369748796,8.90759515008947,79.34525135789747,-5.077677351567151,27.3681658548845,32.44584320645165,5.845916716276751,-0.9473374550999928,0.21525902622560356,17.33806346386003,6012.168893536761,2.6282129458410015,15.871473154015268,283.9263551806497,0.145863244349806,0.10526315789473684,0.5988332166158958,6.650127602831908,19.38986863680314,36.3079017035682,1318.2637261159707,-41.11521455450267,52.10183023498111,93.21704478948378,71.69922809518923,-0.10839959516908393,-1.7873967642085977,36.911894062075945,27249.75846499835,2.6037016960573482,35.44197139147418,127.50924421639897,-5.544160029436246,0.05263157894736842,5.459730079180247
S2,129,1,0,46.421065322384145,49.937304507967426,13.583725737285581,184.5176049057947,13.676740370391114,66.0061923977283,52.32945202733718,15.490291163362798,-0.9011112349293402,-0.053818459866687984,48.367684569047235,46788.65821141701,3.0841837197791886,46.421065322384145,893.7772693030968,-1.4447875717507515,0.0,0.29261986218863306,12.855441514625074,13.486606256288484,6.98712858608639,48.8199658785056,1.5013137232291534,27.3681658548845,25.866852131655346,9.560321904263471,0.2709845040540768,-0.6946398496886887,14.631552973435573,4281.646848289028,2.7282129458410016,12.855441514625074,254.48197670340844,-0.7777770300813412,0.0,0.5435152560211518,5.319805415342536,-3.111986095630285,38.176163556721455,1457.4194639095474,-41.11521455450267,60.850789482836134,101.9660040373388,71.21175399880188,0.18929711880370212,-1.6519595070672581,38.545035913417635,29714.395871333105,2.765957320949175,35.69873803767266,71.14725549262374,5.453392183465986,0.10526315789473684,7.176233071724736
S2,130,1,0,34.85041325657089,32.98019618111451,18.922153472941204,358.04789205354086,0.6355313049800627,67.79973526142683,67.16420395644677,30.320766759939783,0.11179616872365847,-1.0344496085470323,39.65601084586437,31451.983924146258,3.1709505944546685,34.85041325657089,642.2722853252391,-0.8631351817062193,0.0,0.5429534890629601,7.7334020137302435,6.8622083114899715,4.210855741515619,17.731306075855052,1.4064348954363006,15.896974506424401,14.490539610988101,6.711519413193941,0.4490287614479963,-0.9895479692815194,8.805499008109763,1550.7362556364405,3.1464393446710153,7.7334020137302435,144.14311154179612,-0.09869411182821658,0.0,0.5445023721823162,43.43038223397823,49.30038358462306,20.145704692985525,405.84941757697896,-15.870888336878476,63.75571127786784,79.62659961474631,24.55125093383964,-1.372156476480409,1.491609016602422,47.87533309091886,45840.95037132861,2.2414460711655217,45.01747106766608,859.1385819152662,1.1753320561467044,0.05263157894736842,0.46386201678935063
S2,131,1,0,39.83784649969744,42.34284729680561,20.42188134425109,417.05323763867074,0.6355313049800627,67.79973526142683,67.16420395644677,37.177135856045595,-0.31958097280552766,-1.2499644263935625,44.76725646465423,40082.14502744252,3.184183719779189,39.83784649969744,781.0697937506438,1.8240300760718757,0.0,0.5126251325961153,16.14950841222396,11.178312413856432,14.524638115651102,210.96511239062482,1.4064348954363006,52.85957015808259,51.45313526264629,18.119959079514867,1.1621140675277537,0.20333920180491782,21.720306957939552,9435.434686942346,2.6016094970590276,16.14950841222396,314.9071038142593,1.578169852837873,0.0,0.8993857735420013,31.123949714227074,29.302582292464436,23.938247518300837,573.0396942474362,-14.748967269313377,63.75571127786784,78.50467854718121,40.272892208329964,-0.12760502746392016,-1.1978094870148475,39.264996371592495,30834.79880122343,3.1037016960573482,33.03029308949766,565.2190815358622,-2.6981266763160394,0.10526315789473684,0.7691262753633875
