subject_id,window_index,original_label,stress_label,E4_BVP_value_mean,E4_BVP_value_median,E4_BVP_value_std,E4_BVP_value_variance,E4_BVP_value_min,E4_BVP_value_max,E4_BVP_value_range,E4_BVP_value_iqr,E4_BVP_value_skewness,E4_BVP_value_kurtosis,E4_BVP_value_rms,E4_BVP_value_energy,E4_BVP_value_entropy,E4_BVP_value_mav,E4_BVP_value_auc,E4_BVP_value_slope,E4_BVP_value_zero_crossing_rate,E4_BVP_value_cv
S2,122,1,0,0.35097031474289936,9.227140002163432,94.88620225504769,9003.391378385819,-153.00954309674788,194.96842579716525,347.97796889391316,122.09674990340103,0.046446331815374,-0.6789582929966254,94.88685134699985,180070.29117095293,2.9037016960573485,77.48573178055787,0.2922881744254653,-2.4215950507189676,0.3684210526315789,270.3539253015055
S2,123,1,0,-2.2768608337271004,2.7939839922517375,72.90385402731503,5314.971932036059,-153.00954309674788,153.54125598103502,306.5507990777829,69.24548054036066,-0.24239928191226076,-0.002477455014761265,72.93939969106012,106403.1205458444,2.708694969562842,55.26814432165954,-66.272087446361,1.2163015574041083,0.5789473684210527,32.019459840228926
S2,124,1,0,3.428990128059701,0.8891310043234911,28.433277271740025,808.4512564116478,-50.13303979753538,73.06044790435244,123.19348770188782,27.586127928516603,0.56843731093347,0.23835771555677931,28.6392952027451,16404.18459419957,3.003701696057348,21.537641272971854,81.81541073969254,-0.0999663765391807,0.6842105263157895,8.292026576299605
S2,125,1,0,2.252667108145718,-5.523065908785792,34.42372672969414,1184.992961960659,-49.71793159889779,95.63884984240325,145.35678144130105,33.68670709569413,1.0174607295863938,0.9071884445650689,34.497354551628746,23801.34942121561,2.9037016960573485,25.28831408371017,36.32579063083247,0.5686234963363915,0.5789473684210527,15.281319909726927
S2,126,1,0,1.5339459033631608,-2.1753105411403153,34.191314571254715,1169.045992110495,-49.71793159889779,95.63884984240325,145.35678144130105,34.491028774095945,1.0506211665877598,1.0658972989753233,34.22570645209445,23427.97964289879,2.746439344671016,25.153528056257137,18.460592651520095,0.346047493380315,0.5263157894736842,22.28977860059511
S2,127,1,0,0.9888736675376343,2.1406481693228008,59.46991478350886,3536.6707643578056,-148.70965623918966,147.59810785474681,296.3077640939365,40.65408489129811,0.12034243404627569,1.561438584565332,59.4781357768395,70752.9727097631,2.3464393446710154,39.94439065725583,35.7072961507777,0.16414065077275983,0.631578947368421,60.13904175605482
S2,128,1,0,-15.059204231048914,-20.94584260574121,86.32327218891425,7451.707321401375,-189.37037960188357,147.59810785474681,336.9684874566304,96.96372462253022,0.09093005831349633,-0.434592446907196,87.62697617442825,153569.73906947635,3.1464393446710153,71.14510507773291,-273.21670525877323,-3.8781752753037773,0.5789473684210527,5.732259876716048
S2,129,1,0,8.578012479286166,6.3615455617253485,115.89222789263397,13431.008485918206,-229.82679307601035,213.30411220143515,443.1309052774455,175.12896152328193,-0.17059239125325273,-0.6233696267909825,116.20925429591655,270091.81568025996,3.046439344671015,95.50757968244011,69.35846636839457,4.75996653947024,0.42105263157894735,13.510382291059356
S2,130,1,0,12.767500260956526,12.870877738966161,118.60345358994832,14066.779203463026,-258.16956082298856,213.30411220143515,471.4736730244237,139.7892770685023,-0.5847620728583747,0.04890884463693812,119.28867618670498,284595.7653275311,2.908694969562842,93.31689643985217,153.65329513026873,-3.619708970993567,0.631578947368421,9.289481195676332
S2,131,1,0,-12.431220086837204,-28.3245403289135,151.21580695257524,22866.2202723185,-323.9119291322442,306.8745750019773,630.7865041342216,167.17967475656388,0.06300800431841165,-0.177083842622189,151.72592232432098,460415.1101033176,2.9219280948873623,119.28016152851141,-103.68961080186958,3.0992206260681874,0.631578947368421,12.164196747887207
S2,132,1,0,-3.4327558480846845,-30.636522579134777,148.25370334286217,21979.16055487338,-323.9119291322442,306.8745750019773,630.7865041342216,165.82257630427438,0.17626021803041275,-0.2037385199332289,148.2934400692962,439818.8873517188,2.803701696057348,119.39851912851297,-134.38955804597674,-1.1867268936306408,0.5789473684210527,43.1879544901455
S2,133,1,0,2.8880736622817524,7.338696250086276,110.17911206320846,12139.436735037048,-278.12604706112063,240.0826039229933,518.2086509841139,102.10182280779793,-0.21804803906614278,0.843791602506994,110.21695742722994,242955.55409031635,2.039353872167201,84.987486752749,109.61985310876975,0.7741152501306804,0.6842105263157895,38.1496890131813
S2,134,1,0,0.4709572078063907,10.26318542615125,116.42655722770508,13555.143227896086,-278.12604706112063,240.0826039229933,518.2086509841139,153.42189092830483,-0.16778391042282276,0.1261973623285897,116.42750975859472,271107.3005717534,2.8086949695628425,95.53169271204146,18.924615945080753,-2.171599443658269,0.6842105263157895,247.2126029666112
S2,135,1,0,-0.3054071579371038,-23.28822410832484,133.31244476754495,17772.20792989972,-184.1212569678914,276.8235340885095,460.94479105640096,190.5019220447557,0.5407408195534102,-0.8274700081755535,133.3127945976373,355446.0240686367,3.1709505944546685,112.29123552946002,62.14529016847007,2.7034254324010054,0.5789473684210527,436.50727005880975
