subject_id,window_index,original_label,stress_label,RB_EMG_value_mean,RB_EMG_value_median,RB_EMG_value_std,RB_EMG_value_variance,RB_EMG_value_min,RB_EMG_value_max,RB_EMG_value_range,RB_EMG_value_iqr,RB_EMG_value_skewness,RB_EMG_value_kurtosis,RB_EMG_value_rms,RB_EMG_value_energy,RB_EMG_value_entropy,RB_EMG_value_mav,RB_EMG_value_auc,RB_EMG_value_slope,RB_EMG_value_zero_crossing_rate,RB_EMG_value_cv
S2,122,1,0,-0.00033069750267366584,-0.0003820539369194253,0.0001852199954594539,3.430644671800012e-08,-0.0006431260487112385,6.6853846621053176e-06,0.0006498114333733439,0.0002735906787868312,0.3940970449698768,-0.9597002451852892,0.00037903467518500116,2.873345699851987e-06,3.1037016960573482,0.0003313660411398764,-0.006335010539704285,3.983599238804116e-06,0.10526315789473684,0.5600888847419875
S2,123,1,0,-0.00031843914600856153,-0.00030607389847214415,0.000227762489574124,5.187575165700294e-08,-0.0008904749755222615,-5.674217446688477e-06,0.0008848007580755731,0.00029804408892785924,-0.7073859022499364,0.06792623299761269,0.00039150892884794457,3.0655848273532988e-06,2.841446071165522,0.00031843914600856153,-0.005986155595729056,-4.678243161051696e-06,0.0,0.7152465154770903
S2,124,1,0,-0.0002368472028293377,-0.0002601378580855912,0.0002596684203608434,6.742768853269569e-08,-0.0008904749755222615,0.0002535965413881774,0.001144071516910439,0.0002883229778008564,-0.5091056365725741,0.37002440446179596,0.0003514602196846424,2.470485720415542e-06,2.760964047443681,0.000274859045148642,-0.004380190403770213,1.0368067665500923e-05,0.3157894736842105,1.0963541779632067
S2,125,1,0,-0.0002362147615593483,-0.0002607473842779742,0.0002466012059181159,6.081215476026899e-08,-0.0008325745988717213,0.0002535965413881774,0.0010861711402598987,0.00039790399135198934,-0.15501691890393726,0.0043668551017646,0.0003414814319092749,2.3321913667761754e-06,2.765957320949175,0.0002779148194276951,-0.004624011474978529,-2.282119720920494e-05,0.3684210526315789,1.0439703441486996
S2,126,1,0,-0.00024422893196814565,-0.00021317473531057177,0.00022504995582672607,5.064748261761136e-08,-0.0008325745988717213,0.00014381590772480314,0.0009763905065965244,0.00036445804510632375,-0.6161104929590607,0.24859785549268754,0.0003321072926448807,2.205905076558249e-06,2.765957320949175,0.00026229873828966844,-0.004500336959234158,5.295800729717089e-06,0.21052631578947367,0.9214713179684991
S2,127,1,0,-0.00014345098708218914,-0.00015171537700368106,0.0003089665300828316,9.546031671142528e-08,-0.0009400873079101093,0.0004153687366221302,0.0013554560445322395,0.0002384743739812518,-0.27412660029992914,0.6969556887761739,0.0003406442461076947,2.3207700481255935e-06,2.5709505944546684,0.0002707920710107043,-0.002837368061150292,-6.650727362248919e-06,0.2631578947368421,2.1538125067470717
S2,128,1,0,-0.00013843542606230204,-0.00014530521445505645,0.00034801785960074605,1.2111643060108458e-07,-0.0009400873079101093,0.0004153687366221302,0.0013554560445322395,0.0004129203729034411,-0.43328021176993553,-0.14347435149448184,0.00037454078254595406,2.8056159558027135e-06,2.870950594454669,0.00029232386152261777,-0.0029559897352448086,-2.7686081328675095e-06,0.42105263157894735,2.513936421477279
S2,129,1,0,-0.0001624427246224939,-9.536901564457189e-05,0.00039399820190171096,1.5523458310178138e-07,-0.0007650804244693659,0.0007862526770794612,0.001551333101548827,0.0005564885652384437,0.298975814922824,-0.334579917668838,0.00042617158737363143,3.6324444376912156e-06,2.765957320949175,0.00033163108690955386,-0.0032430049212305288,5.3833584330269825e-06,0.47368421052631576,2.4254592061130262
S2,130,1,0,-0.0001311310515566965,-4.683219296449954e-05,0.0004488321935650663,2.0145033798042912e-07,-0.0007963173127069172,0.0007862526770794612,0.0015825699897863783,0.0006828199869118927,0.27382736017683956,-0.8148359027547292,0.00046759564867820795,4.372913813255882e-06,2.765957320949175,0.00037389779258597774,-0.0028966639683073057,9.203096361901699e-06,0.5263157894736842,3.4227758279739473
S2,131,1,0,-0.00010093754744426677,-2.7154857019121405e-05,0.00036439715000503354,1.3278528293179093e-07,-0.0007963173127069172,0.0006826245489606534,0.0014789418616675705,0.0005527442773760129,0.06362425359368518,-0.6031040498628437,0.0003781185943799306,2.85947342831709e-06,3.028212945841001,0.00030021520894821425,-0.0018929161992002229,-8.187912144529164e-06,0.5789473684210527,3.6101248666284214
