subject_id,window_index,original_label,stress_label,RB_ECG_value_mean,RB_ECG_value_median,RB_ECG_value_std,RB_ECG_value_variance,RB_ECG_value_min,RB_ECG_value_max,RB_ECG_value_range,RB_ECG_value_iqr,RB_ECG_value_skewness,RB_ECG_value_kurtosis,RB_ECG_value_rms,RB_ECG_value_energy,RB_ECG_value_entropy,RB_ECG_value_mav,RB_ECG_value_auc,RB_ECG_value_slope,RB_ECG_value_zero_crossing_rate,RB_ECG_value_cv
S2,122,1,0,-0.0012705617240959346,-0.000579576369947734,0.05323312224643425,0.0028337653041038127,-0.11731432014289489,0.08256965022417179,0.19988397036706668,0.07001975670870841,-0.37247578517999536,-0.6896086983565737,0.05324828289436713,0.056707592623971015,3.1086949695628414,0.045161589664682714,-0.024880658507463065,-0.0006093931420086573,0.5789473684210527,41.89731300485394
S2,123,1,0,0.005917312568172909,0.007886522721375808,0.06048311430712177,0.0036582071162883584,-0.08206161320269048,0.11828644973553866,0.20034806293822915,0.09461993918938799,0.15807390035475669,-1.1831618359254232,0.060771882514184264,0.0738644340863563,3.1086949695628423,0.0524400180872754,0.05440164019787175,0.0002402048562341815,0.631578947368421,10.221382360708581
S2,124,1,0,0.0034653647509499215,0.0011722351282664675,0.06088023030911314,0.0037064024424906584,-0.08206161320269048,0.11828644973553866,0.20034806293822915,0.10584004176980277,0.2788591875914327,-1.1453788517038679,0.06097877659766376,0.0743682239069557,2.984183719779189,0.05125730891145952,0.005981924741643059,0.00010658749600892426,0.631578947368421,17.56820268124004
S2,125,1,0,-0.002896146369122695,-0.003973907926322071,0.059195065345158136,0.003504055761217542,-0.08921154624291643,0.10061378599228873,0.18982533223520515,0.09219476027890175,0.3014231112174759,-1.1241047282137682,0.05926587065933415,0.07024886850017849,3.1841837197791887,0.050729251815857725,-0.04651773812261081,0.0010386346936014147,0.6842105263157895,20.439251957797143
S2,126,1,0,2.792980773177658e-05,0.0003076500584844235,0.06024965047592544,0.003630020382471182,-0.08921154624291643,0.10061378599228873,0.18982533223520515,0.10290576742630875,0.13906967997523592,-1.256689715269785,0.06024965694960713,0.07260042325090685,3.1709505944546685,0.0526269694277466,0.011002693220642602,0.0011123537274553257,0.6842105263157895,2157.180996537173
S2,127,1,0,-0.0036579820986294845,-0.013696359649623978,0.057665776803766715,0.0033253418143818396,-0.10058067981904632,0.10102113104120719,0.20160181086025353,0.10454418408862264,0.2608336780626659,-1.1309854597766282,0.05778168089815087,0.06677445294831466,3.084183719779189,0.050350299082118875,-0.05518523931506605,-0.0009031400012514094,0.6842105263157895,15.7643682360753
S2,128,1,0,-0.002780264562827755,-0.019034697617166696,0.06763216401907847,0.004574109609903532,-0.10058067981904632,0.10473998455325755,0.20532066437230387,0.12816979281683138,0.35844255569735184,-1.3686345371046085,0.06768928630841699,0.09163678961885695,2.908694969562842,0.060727437691172746,0.02448829116153265,0.00035929111319924715,0.7368421052631579,24.325801552601547
S2,129,1,0,0.005017115041611797,0.008195281906050952,0.06315897377548707,0.003989055968372664,-0.08675273579514294,0.10473998455325755,0.19149272034840048,0.11898125992127588,-0.04625739558985,-1.335941602618216,0.06335793092986411,0.08028454823426864,3.0841837197791886,0.055683999894379645,0.034408255821159306,-0.0005123052136899928,0.7368421052631579,12.588703518186945
S2,130,1,0,0.002099269124319072,0.008872063696691706,0.05173081535251765,0.002676077257036276,-0.08675273579514294,0.0749193267653424,0.16167206256048533,0.07410968801050219,-0.3903974618010132,-1.107931669918252,0.05177339266353515,0.05360968375785191,2.908694969562842,0.04467043970799909,0.03215036044845242,7.243393938135122e-05,0.6842105263157895,24.64229800421482
S2,131,1,0,-0.003141957609261317,-0.003992614889928368,0.05651727350640309,0.003194202204597573,-0.09441027692608465,0.09946778190134144,0.1938780588274261,0.09074392698026647,0.05027910390204957,-1.1386694399802635,0.05660454135682019,0.06408148204431935,3.1464393446710153,0.04792420360204177,-0.02459866907162575,8.204482273918642e-05,0.631578947368421,17.987917258912496
S2,132,1,0,-0.0025299828944018673,-0.01219489325717274,0.07190130665969066,0.005169797899370877,-0.1303429787781225,0.11097999954247136,0.24132297832059385,0.11210631285451539,-0.04731854447827496,-1.09545232067243,0.07194580399729258,0.10352397425633683,3.208694969562842,0.0610561580283326,-0.0016469586295061733,3.664349555565627e-05,0.7368421052631579,28.41968094677154
S2,133,1,0,0.0028738239451293656,-0.022616482686385407,0.08647235964672674,0.007477468982872855,-0.1303429787781225,0.15197349572509,0.2823164745032125,0.15004196782242651,0.013089997636797213,-1.3469986525167552,0.08652010082599565,0.14971455693880906,2.765957320949175,0.07817845080239288,-0.021148055890912752,1.4747328207919072e-05,0.7368421052631579,30.08965103561143
S2,134,1,0,-0.0017927473282954181,0.004685627589491599,0.07709350695898452,0.005943408815234995,-0.1295951347347355,0.15197349572509,0.2815686304598255,0.12999556491262232,0.10787444872222991,-0.9548302579342969,0.07711434858843136,0.1189324551643621,3.1037016960573487,0.06660379387221578,-0.04688272117366056,-0.001265117517940238,0.5789473684210527,43.0029964302257
S2,135,1,0,-0.0008680771470773779,0.0029895725099051977,0.06998298844351701,0.004897618671485436,-0.1295951347347355,0.1623841924345925,0.291979327169328,0.10750113255634165,0.27991255221156597,-0.3259145454043697,0.06998837210150494,0.0979674445883743,2.946439344671015,0.05698823965517846,-0.014573604740428634,0.0005134854107342796,0.631578947368421,80.6183974306133
S2,136,1,0,0.005573727206102984,0.014069640688824249,0.07872535104249855,0.006197680896764627,-0.09797168577821971,0.1623841924345925,0.26035587821281225,0.14218658517545016,0.21804507482130533,-1.164079333905996,0.07892241336738681,0.12457494663465356,2.908694969562842,0.0693648334196284,-0.0036584409904263787,-0.0002542318888100345,0.7368421052631579,14.124363846924151
S2,137,1,0,-0.002892002650860652,-0.031636549878672635,0.0792980582912693,0.006288182048765545,-0.11990483671460223,0.11985516095283112,0.23975999766743333,0.152123195272198,0.25174141667414623,-1.4484320016082948,0.07935077648075115,0.1259309145619626,2.803701696057349,0.0727360411415132,0.015900550022493187,-0.0004833287801148337,0.7368421052631579,27.41977372243086
S2,138,1,0,-0.0042456023367294805,-0.031636549878672635,0.06831902034382334,0.004667488540739748,-0.11990483671460223,0.11094192869727532,0.23084676541187754,0.11415739610414805,0.27473694905332213,-1.154394424170119,0.06845081212039338,0.09371027359882785,3.065957320949175,0.06133143300430956,0.012437325699517752,0.00021325501512008086,0.631578947368421,16.091714420067802
S2,139,1,0,0.001122963572845817,0.013967958792801001,0.05481457122651517,0.0030046372187467045,-0.08295930218180822,0.07342118076158849,0.1563804829433967,0.10740920489278852,-0.15456501884611068,-1.4386040258595776,0.05482607286622527,0.060117965318652856,2.708694969562842,0.049011396268454965,0.022680445994173848,-0.0010815253574004019,0.5789473684210527,48.81242148185087
S2,140,1,0,0.0037098661666716526,0.005903642995364569,0.0669237297990985,0.004478785610222745,-0.10577087618790343,0.09436636273182988,0.2001372389197333,0.1228453853736993,-0.17618376703500074,-1.3742558123441218,0.06702647773229144,0.08985097434394719,3.0464393446710156,0.05940674230338968,0.02186957233646776,9.386389980363098e-05,0.631578947368421,18.03939193287392
S2,141,1,0,0.0033520691982446434,0.02514460752786849,0.06921799189473925,0.004791130401940188,-0.10577087618790343,0.09436636273182988,0.2001372389197333,0.12242611240260795,-0.2795442803184548,-1.338274568021377,0.06929911088787509,0.09604733539700017,2.9709505944546684,0.06200118440109305,0.05297585420729419,0.00025887779575634826,0.6842105263157895,20.64933263638656
S2,142,1,0,-0.0009478184038934232,0.02514460752786849,0.0570075018593914,0.003249855268248514,-0.1004892902461284,0.09051465266236856,0.19100394290849698,0.10509813850736696,-0.38233566246912803,-1.1860506201640941,0.05701538062641758,0.06501507255950546,3.0841837197791886,0.05032128243178981,-0.04288643283663646,0.000918262745450102,0.5789473684210527,60.14601702733087
S2,143,1,0,-0.00030048371308769516,0.000799786928933191,0.05828357836337343,0.003396975506839492,-0.09513011053417131,0.09266261406934591,0.1877927246035172,0.0939375689947585,-0.04338257339577885,-1.2675708881461403,0.05828435293714191,0.06794131594602645,3.1086949695628423,0.05147260409024377,-0.004863584391365305,0.001227033895986017,0.5789473684210527,193.96584847965974
S2,144,1,0,0.001926242551271281,0.005204155137536096,0.0651699297812871,0.004247119747697893,-0.10255192288778983,0.09266261406934591,0.19521453695713575,0.1149088063664043,-0.10670937648551723,-1.3017471518862678,0.06519839076284185,0.08501660316128443,2.8282129458410017,0.05663271663820311,-0.020674915147323794,0.001162919659772792,0.631578947368421,33.832670625138185
S2,145,1,0,0.00019548092232614807,0.00390607030012928,0.06256701125816562,0.0039146308977794225,-0.10255192288778983,0.09080911659613888,0.19336103948392871,0.12007257454251823,-0.19876576236550317,-1.3124451023226495,0.06256731663233142,0.07829338221140832,2.933206219346495,0.05392760775586715,-0.027894933083370745,0.0011611976789532615,0.5789473684210527,320.0670966437142
S2,146,1,0,-0.00414275721170273,-0.003877137721990431,0.056317478077536245,0.0031716583370137753,-0.0872238525178868,0.07919585959642331,0.16641971211431011,0.11048479492915095,0.01461997193271393,-1.4593390806122373,0.05646964471580186,0.06377641548657778,3.1219280948873624,0.050362356764963576,-0.05631589703507012,0.0005338994636020295,0.5789473684210527,13.594201928717176
S2,147,1,0,-0.00412497255162457,-0.0189788349908464,0.05803565839370998,0.0033681376451913992,-0.08447097207649566,0.09436951558152379,0.17884048765801946,0.11161941920828679,0.19681293179237525,-1.441464580995753,0.05818206806003939,0.06770306087486111,3.046439344671015,0.05320906047419838,-0.038572415455907255,-3.211682810247915e-05,0.5263157894736842,14.069344139236355
S2,148,1,0,-0.0011832200524382712,-0.019000935321474434,0.06379964339177542,0.0040703944969177125,-0.09961115261666695,0.09436951558152379,0.19398066819819074,0.1207288244570045,0.11644973967684609,-1.458634835923125,0.06381061437261207,0.08143589013220412,3.0709505944546684,0.05857916910916792,-0.028116892859407314,-0.0010884294044572888,0.5789473684210527,53.920353412117194
S2,149,1,0,0.00015637264599817902,0.0051301513766504655,0.0648262539326126,0.0042024431989355696,-0.09961115261666695,0.0916548090268639,0.19126596164353085,0.11995193898507336,-0.007074748913032303,-1.4345159004417234,0.06482644253188652,0.0840493530267997,2.8464393446710154,0.058842596133820216,0.011794088444541058,-0.0012432246750225084,0.5789473684210527,414.56262071160137
S2,150,1,0,0.002565255933910525,0.012310425624588228,0.06239140203980261,0.0038926870484922854,-0.0911794104214321,0.09166401771940119,0.1828434281408333,0.12104950397676012,-0.018651263162543404,-1.4303630646770809,0.06244411570755685,0.07798535172997496,2.8464393446710154,0.055837621017570546,0.03273845708235007,-0.0007216681350561241,0.5789473684210527,24.32170654593983
S2,151,1,0,0.0002486804699085056,0.011300162510952057,0.06779421303043005,0.004596055320415332,-0.10691905519042609,0.09929080000276386,0.20620985519318996,0.12204709040821757,-0.0498548487248315,-1.3905684209638047,0.06779466912959636,0.09192234324782891,2.8464393446710154,0.06004053428595829,0.057016407607776626,-0.0011027548753698173,0.5789473684210527,272.61575086846534
S2,152,1,0,-0.002281606698492732,-0.0022100758668500437,0.07113501044837607,0.005060189711490573,-0.10691905519042609,0.10155249204101228,0.20847154723143838,0.13061372656125608,0.013031632929874495,-1.359982850215419,0.0711715915279206,0.1013079088123436,2.8464393446710154,0.06091802114535607,-0.001116437592765987,-0.0005289207298799545,0.631578947368421,31.177595374070854
S2,153,1,0,0.001365223900772524,-0.0022100758668500437,0.07160509076360516,0.005127289023264133,-0.12152539392945366,0.10155249204101228,0.22307788597046596,0.14227568084746572,-0.049571268940475435,-1.3158964081782076,0.07161810427233727,0.10258305719126748,3.065957320949175,0.061865858012322486,0.002648511072493885,-0.0005552279037993271,0.6842105263157895,52.44933869315266
S2,154,1,0,0.004910178735255132,0.02916910539766932,0.07448728688049172,0.005548355906816674,-0.12152539392945366,0.10932894617930353,0.2308543401087572,0.1329596018573782,-0.29247075389112964,-1.2945041127605024,0.074648950173655,0.11144931524057655,2.933206219346495,0.06746494021419201,0.00035865172134842,0.0002260852971888024,0.631578947368421,15.169974637719857
S2,155,1,0,-0.0030522801120896497,0.016202630451906588,0.07798293105619288,0.006081337536114931,-0.12450716327799916,0.10932894617930353,0.23383610945730268,0.1407144602419238,-0.24602542113241888,-1.4145687700470264,0.07804264186967012,0.12181307899995175,3.0464393446710156,0.0687894114403335,-0.01487974313613756,-0.001135653375748514,0.6842105263157895,25.54907419778202
S2,156,1,0,-0.0019428470999606339,-0.0021840786401710888,0.07703198516166994,0.0059339267379477385,-0.12450716327799916,0.12002651878700372,0.24453368206500287,0.12875999339734595,-0.06523312787612637,-1.3988282539769936,0.07705648183509006,0.11875402785603127,3.0086949695628418,0.06878283340945071,-0.03584203708621558,0.001102520494071773,0.6842105263157895,39.649020843292696
S2,157,1,0,0.001113020227680504,-0.0020176705595863417,0.06317049526386483,0.003990511471881968,-0.1035448218037609,0.12002651878700372,0.2235713405907646,0.1060533799889149,0.11546606302295762,-1.2083850612046418,0.06318029982446421,0.07983500571818386,3.0086949695628418,0.05688667235796998,-0.019352040736685797,-0.0016890785862758257,0.5789473684210527,56.75592742416728
S2,158,1,0,-0.0016665283111245515,0.008385049415686564,0.052785190224842286,0.0027862763070727855,-0.08642473285317565,0.0720264775914064,0.15845121044458205,0.09930296006011971,-0.17572912707991734,-1.3753889814995115,0.05281149139803348,0.055781072473691296,3.1841837197791887,0.046919905832340236,-0.017201073633569645,-3.771336340024894e-05,0.5789473684210527,31.673743477675174
S2,159,1,0,0.004444011479112227,0.0153182752288752,0.05683518151402845,0.0032302378577325616,-0.08778919216000755,0.09638477086252237,0.18417396302252992,0.10158570476227549,-0.19338828271279648,-1.2550788207873613,0.05700865807716441,0.06499974191518086,2.984183719779189,0.05011953498393788,0.044164945362291305,-3.988844667077284e-05,0.5263157894736842,12.789161724978786
