subject_id,window_index,original_label,stress_label,RB_ECG_value_mean,RB_ECG_value_median,RB_ECG_value_std,RB_ECG_value_variance,RB_ECG_value_min,RB_ECG_value_max,RB_ECG_value_range,RB_ECG_value_iqr,RB_ECG_value_skewness,RB_ECG_value_kurtosis,RB_ECG_value_rms,RB_ECG_value_energy,RB_ECG_value_entropy,RB_ECG_value_mav,RB_ECG_value_auc,RB_ECG_value_slope,RB_ECG_value_zero_crossing_rate,RB_ECG_value_cv
S2,122,1,0,-0.018972839510384375,-0.008644538376127386,0.7956864983855602,0.633117003713074,-1.753502919641818,1.234204164840302,2.98770708448212,1.0465997988140352,-0.37247578517999547,-0.6896086983565741,0.795912666284537,12.669539447043217,3.1086949695628414,0.6750396299406225,-0.3715446708869018,-0.00910872544842178,0.5789473684210527,41.938187373063386
S2,123,1,0,0.08846580554925387,0.1178999973694089,0.9040536305891944,0.8173129669815037,-1.226573411092421,1.7680705611259757,2.9946439722183964,1.41430381901189,0.1580739003547567,-1.1831618359254232,0.9083717112135219,16.50278331465964,3.1086949695628423,0.7838336572932388,0.8135042606555548,0.003590391712651893,0.631578947368421,10.219243751596848
S2,124,1,0,0.05181603393002561,0.017540150742666284,0.9099894056807739,0.8280807184512481,-1.226573411092421,1.7680705611259757,2.9946439722183964,1.582013015034767,0.2788591875914328,-1.1453788517038686,0.9114634495269054,16.61531239646971,2.984183719779189,0.7661536074404898,0.08976475002084938,0.0015931853682827398,0.631578947368421,17.561927007181968
S2,125,1,0,-0.043270789723464695,-0.059380314834026504,0.8848008961065267,0.7828726257509125,-1.3334449404032849,1.5039135976115185,2.8373585380148034,1.3780541677832783,0.3014231112174762,-1.1241047282137693,0.8858583334790077,15.694899739884095,3.1841837197791887,0.7582587777548946,-0.6949585791406059,0.01552468778043216,0.6842105263157895,20.447995096949217
S2,126,1,0,0.00043598222583270395,0.004617018720715592,0.9005639983732908,0.8110155151660885,-1.3334449404032849,1.5039135976115185,2.8373585380148034,1.5381538089775133,0.1390696799752364,-1.2566897152697833,0.9005641039074287,16.220314104931802,3.1709505944546685,0.78662620672062,0.16481121586152864,0.016626581440549272,0.6842105263157895,2065.597964809825
S2,127,1,0,-0.05465810608544772,-0.20470381345625763,0.8619423036894266,0.7429445348894357,-1.5033817335710846,1.5100022683851049,3.0133840019561893,1.5626435620094317,0.2608336780626656,-1.1309854597766293,0.8636735745930193,14.918640869005673,3.084183719779189,0.7525926418332214,-0.824513513785442,-0.013499420564154489,0.6842105263157895,15.769706735574427
S2,128,1,0,-0.0415386803752554,-0.28449705618451554,1.0109119566095537,1.0219429840161562,-1.5033817335710846,1.565588741696097,3.0689704752671814,1.9157804265756455,0.35844255569735173,-1.368634537104608,1.0117650152004043,20.473368919669483,2.908694969562842,0.9077000299074145,0.36638324003377426,0.0053703986484037,0.7368421052631579,24.336641113225017
S2,129,1,0,0.07501036676343796,0.12251508482118807,0.944050256011594,0.8912308858755562,-1.2966925916245362,1.565588741696097,2.862281333320633,1.7784375232020824,-0.046257395589849794,-1.3359416026182167,0.9470255756829072,17.93714881995084,3.0841837197791886,0.8323202739630531,0.5146590054038117,-0.007657532084978576,0.7368421052631579,12.585597121380149
S2,130,1,0,0.031396719793580434,0.13263108235131832,0.7732312062389295,0.5978864983017099,-1.2966925916245362,1.1198531963531846,2.4165457879777206,1.1077328486677804,-0.39039746180101365,-1.1079316699182518,0.7738683688557806,11.97744504631013,2.908694969562842,0.6676983098616185,0.4809097758449449,0.0010826850869991881,0.6842105263157895,24.62777039520635
S2,131,1,0,-0.04694498121695373,-0.059659931691711715,0.8447753871438777,0.7136454547240885,-1.411151444150898,1.486784037221653,2.897935481372551,1.3563682621212332,0.050279103902049524,-1.1386694399802633,0.8460787705559976,14.316985719710969,3.1464393446710153,0.7163292904491892,-0.36732971641279843,0.001226340950166232,0.631578947368421,17.995009588773573
