subject_id,window_index,original_label,stress_label,RB_ACC_x_mean,RB_ACC_x_median,RB_ACC_x_std,RB_ACC_x_variance,RB_ACC_x_min,RB_ACC_x_max,RB_ACC_x_range,RB_ACC_x_iqr,RB_ACC_x_skewness,RB_ACC_x_kurtosis,RB_ACC_x_rms,RB_ACC_x_energy,RB_ACC_x_entropy,RB_ACC_x_mav,RB_ACC_x_auc,RB_ACC_x_slope,RB_ACC_x_zero_crossing_rate,RB_ACC_x_cv,RB_ACC_y_mean,RB_ACC_y_median,RB_ACC_y_std,RB_ACC_y_variance,RB_ACC_y_min,RB_ACC_y_max,RB_ACC_y_range,RB_ACC_y_iqr,RB_ACC_y_skewness,RB_ACC_y_kurtosis,RB_ACC_y_rms,RB_ACC_y_energy,RB_ACC_y_entropy,RB_ACC_y_mav,RB_ACC_y_auc,RB_ACC_y_slope,RB_ACC_y_zero_crossing_rate,RB_ACC_y_cv,RB_ACC_z_mean,RB_ACC_z_median,RB_ACC_z_std,RB_ACC_z_variance,RB_ACC_z_min,RB_ACC_z_max,RB_ACC_z_range,RB_ACC_z_iqr,RB_ACC_z_skewness,RB_ACC_z_kurtosis,RB_ACC_z_rms,RB_ACC_z_energy,RB_ACC_z_entropy,RB_ACC_z_mav,RB_ACC_z_auc,RB_ACC_z_slope,RB_ACC_z_zero_crossing_rate,RB_ACC_z_cv
S2,122,1,0,0.8822263671509469,0.8806208002156124,0.0062528629238295325,3.909829474420201e-05,0.8744268921469525,0.8984832672735483,0.024056375126595864,0.007557406781392384,0.9476790943843559,0.4104290901487686,0.8822485257517303,15.56724922382203,2.808694969562842,0.8822263671509469,16.7578730999189,-0.0008570850014175954,0.0,0.007087594699784893,-0.11703257497209411,-0.11842809831362747,0.017173947333812768,0.0002949444670245746,-0.13723204542300788,-0.07878034688323106,0.05845169853977682,0.023245945386527106,0.7564972160859875,-0.41151682040252435,0.1182859588946355,0.279831361432468,2.633206219346495,0.11703257497209411,-2.2326453032887623,-0.002741401419535387,0.0,0.14674501811062277,-0.2587528405615055,-0.2636370773510076,0.018212312467801743,0.0003316883254248468,-0.28250695823521327,-0.21464296536313698,0.06786399287207628,0.02199653529999568,0.7190023119561009,-0.21581247880901566,0.2593929853023646,1.345694416481455,2.660964047443681,0.2587528405615055,-4.926481849430936,-0.0027379352105167953,0.0,0.07038497598047694
S2,123,1,0,0.8763340571448406,0.8759234834587362,0.004466675049796789,1.9951186000477145e-05,0.8659539142092102,0.8879776141405729,0.02202369993136266,0.004293266905613047,0.24199855949826093,1.1386300616734344,0.8763454403931917,15.359626617958744,2.6609640474436813,0.8763340571448406,16.654699730771714,-0.0005383307813559025,0.0,0.00509700041140651,-0.1279091245004448,-0.1287632631920876,0.0063575369252168385,4.041827575549557e-05,-0.13723204542300788,-0.1147074787096962,0.02252456671331167,0.007082587276123126,0.591947735460528,-0.6331577457826625,0.12806702310206863,0.32802324812451567,2.8841837197791893,0.1279091245004448,-2.4335101100555128,0.00025476447659268967,0.0,0.0497035449976419,-0.27795385439250064,-0.2784095292547405,0.013227686323010695,0.0001749716854599642,-0.3055506613906072,-0.23988916781922462,0.0656614935713826,0.012116693299766834,0.6610458543561581,1.7469978130375683,0.2782684259076251,1.548666337142149,2.723219672335508,0.27795385439250064,-5.273790271744451,-0.0018873785447576813,0.0,0.047589504926712704
S2,124,1,0,0.8715258567590037,0.8721562867762462,0.004892817206719105,2.3939660218366545e-05,0.8641694075077304,0.8814655306317231,0.017296123123992646,0.008982918371263526,0.08728272569648218,-0.9906964447310829,0.871539590988117,15.191625173194682,3.1086949695628423,0.8715258567590037,16.55846713370231,-0.0005301909176773698,0.0,0.005614081520098925,-0.13066903871499,-0.1296069888669152,0.009621224606314496,9.256796292515152e-05,-0.1480902292476363,-0.1147074787096962,0.033382750537940084,0.013812358049056117,-0.24056052488205543,-0.8584922011754856,0.13102276764602674,0.34333931283249425,3.084183719779189,0.13066903871499,-2.487313776715521,-0.0009238731036198858,0.0,0.07363048432077259,-0.2943755745238342,-0.29805683808542915,0.01187526684277171,0.0001410219625870332,-0.31321759183066084,-0.2710682170821761,0.042149374748484736,0.0192188678361625,0.39014760533955173,-1.0476622918197365,0.29461500443600036,1.7359600167764904,3.1841837197791887,0.2943755745238342,-5.59516293711472,-0.001642280427637931,0.0,0.04034053050080833
S2,125,1,0,0.8684096704124288,0.8684774349988945,0.003384355388723915,1.14538613971846e-05,0.8603345195607064,0.875397462316581,0.015062942755874609,0.003810334677670335,-0.12969422077828488,0.26353664723656456,0.8684162651212958,15.08293619054441,2.8282129458410012,0.8684096704124288,16.497414756603277,-7.642851819756946e-05,0.0,0.0038971875878772775,-0.13323449368643142,-0.13025501683066895,0.007473037711117496,5.584629263178422e-05,-0.1480902292476363,-0.11994899541906312,0.02814123382857317,0.009260603628119507,-0.5274507589101475,-0.5637486478818947,0.1334439080681899,0.3561455320102303,2.8016094970590277,0.13323449368643142,-2.5376412847936933,0.00046494458064443077,0.0,0.05608936172869285,-0.3047854080499943,-0.3025663495552482,0.006133298267416249,3.7617347637091154e-05,-0.32034664698434917,-0.29296875762424157,0.0273778893601076,0.006074412141799768,-0.6816043713324706,0.38683397214952553,0.3048471130055828,1.858635246156772,2.684183719779189,0.3047854080499943,-5.789474460623786,-0.00031272677314598375,0.0,0.020123333025215552
S2,126,1,0,0.8688054137429349,0.8689761304377204,0.003120477600507046,9.73738045526621e-06,0.8603345195607064,0.8737457769847394,0.01341125742403304,0.0022365768806169584,-1.1297035299229468,1.6763344562800775,0.8688110176151586,15.096651686589748,2.4659573209491747,0.8688054137429349,16.510901370622634,2.34994113074526e-05,0.0,0.0035916875644957063,-0.13596507083534157,-0.13192508985716012,0.009879602169621695,9.760653902999368e-05,-0.1639332455534395,-0.12570887012440157,0.03822437542903792,0.008973250607066413,-1.5449419430727485,1.6634196975662316,0.1363235380493385,0.37168214052578874,2.4464393446710155,0.13596507083534157,-2.574480358867911,-0.0013413198603719318,0.0,0.07266279573807774,-0.3022549767212449,-0.3021403353384148,0.007906817832016013,6.251776822868642e-05,-0.32034664698434917,-0.2859667411756113,0.03437990580873784,0.009407949810664062,-0.18707946592196362,0.04812925199604878,0.3023583779573322,1.8284117744197792,2.9464393446710155,0.3022549767212449,-5.738603237725969,0.0004879570722543879,0.0,0.02615942975624877
S2,127,1,0,0.8741107475716724,0.8711634141240803,0.007514989010001071,5.647505982043687e-05,0.8617643625019626,0.8890304008584811,0.02726603835651842,0.008818799514482834,0.6565863578991795,-0.6125285749579334,0.8741430512679993,15.282521481602563,2.8841837197791893,0.8741107475716724,16.603074532651913,0.0009460799574039515,0.0,0.008597296201743454,-0.13099975875558162,-0.13689795042608802,0.023018374968626482,0.0005298455861962902,-0.1639332455534395,-0.08861546225019362,0.07531778330324587,0.03341284366897905,0.5358636777597139,-0.8394718019068121,0.13300670050872201,0.3538156476043375,2.8464393446710154,0.13099975875558162,-2.484543416938816,0.0018309297416160995,0.0,0.1757131096063619,-0.28525512151745114,-0.29257167678531065,0.0207965528111785,0.0004324966088281363,-0.3103239544613928,-0.23694180881691393,0.0733821456444789,0.02576424300945801,1.0655907739721064,0.10494123473059114,0.2860122042164704,1.6360596192152792,2.8219280948873626,0.28525512151745114,-5.433183300191279,0.002905374045377601,0.0,0.07290509877806425
S2,128,1,0,0.8774007882180357,0.8766929171471174,0.007677486133823723,5.8943793335055535e-05,0.8642784836398113,0.8890304008584811,0.02475191721866976,0.013569304433166396,0.018019301968664275,-1.2495414484862835,0.877434377579865,15.397821739179303,2.8037016960573484,0.8774007882180357,16.67773348263405,-7.606355835195981e-05,0.0,0.008750261268190078,-0.16045152804018942,-0.14539319944580445,0.05675146450832151,0.003220728723839276,-0.2709464846864336,-0.08861546225019362,0.18233102243624,0.0893062268961629,-0.5545294990593304,-0.9068470565465119,0.17019230762367307,0.5793084314854193,3.0464393446710156,0.16045152804018942,-2.9983033551209384,-0.007615251655584614,0.0,0.35369849824120453,-0.2595503605012285,-0.26050321324906434,0.023940075650738447,0.0005731272221630799,-0.30478922458843155,-0.21728647330279227,0.08750275128563928,0.03719316848350779,-0.12040265508491663,-0.8649884532896319,0.26065209927886784,1.3587903371696155,2.9464393446710155,0.2595503605012285,-4.92366406667957,0.00320433123302652,0.0,0.0922367266395114
S2,129,1,0,0.8766701966264001,0.8779261762980672,0.0062181078773635955,3.86648655745312e-05,0.8642784836398113,0.8884882465732978,0.024209762933486534,0.01039890757466888,-0.1288931486001517,-0.7085257348643563,0.8766922484649591,15.371785970370913,2.7086949695628424,0.8766701966264001,16.655247828004264,1.549829177998297e-05,0.0,0.0070928701594876855,-0.20925816717574394,-0.2148642376885467,0.03706405657264524,0.0013737442896202471,-0.2709464846864336,-0.12600366291142212,0.1449428217750115,0.02695614225580878,0.7095943820773609,0.02456361012734387,0.2125152343230288,0.9032544963874367,2.8464393446710154,0.20925816717574394,-4.0047520825475456,-0.0029415525178907603,0.0,0.1771211947083397,-0.24306777399822352,-0.2426993991023881,0.015865610947293312,0.00025171761073087336,-0.28200292973809615,-0.21728647330279227,0.06471645643530388,0.017326483432771378,-0.4282998932461801,-0.01911248533759835,0.24358501671322552,1.186673207343647,3.0332062193464955,0.24306777399822352,-4.6215445525537,0.0011224734935517005,0.0,0.06527237521584933
S2,130,1,0,0.876398574917653,0.8756963619983079,0.003803767879948103,1.4468650084524888e-05,0.8683254904299724,0.882846152344021,0.01452066191404855,0.005847498816068608,-0.25079328495965864,-0.6331552326382597,0.8764068294849018,15.361778615355554,2.8659573209491747,0.876398574917653,16.653304822037537,1.802641149737024e-05,0.0,0.004340225998548101,-0.21607220302293695,-0.2148642376885467,0.010434394009071311,0.00010887657833654327,-0.24390692310705717,-0.20242294976635863,0.04148397334069853,0.015655931863278155,-0.7408973126166644,0.2426066781461267,0.21632400120541834,0.9359214699504366,2.723219672335508,0.21607220302293695,-4.097686048812232,0.000896599832494595,0.0,0.04829123720261073,-0.24348543974849476,-0.24335779281877754,0.009798052814269676,9.600183895121791e-05,-0.25712427258999393,-0.21961262169415147,0.03751165089584246,0.013528696648663796,0.6256942833496578,-0.23175419158325905,0.24368250082529333,1.1876232241693818,2.984183719779189,0.24348543974849476,-4.619668094151943,-0.000547973521183863,0.0,0.04024081614239624
S2,131,1,0,0.8324545268141295,0.8738509020387902,0.07188500844491048,0.005167454439124851,0.6732800794009518,0.8845765394537287,0.2112964600527769,0.06239369064001865,-1.2119678332828154,-0.2863782652744056,0.8355525080163789,13.962959873049222,1.8166422780956524,0.8324545268141295,15.87340541303402,-0.009783846765253373,0.0,0.08635307530853391,-0.19045950834430175,-0.20604132885330378,0.04339541005536406,0.0018831616138731927,-0.23290828161272167,-0.06235864815217462,0.17054963346054705,0.04979041142489807,1.5315271704911713,1.700110666409083,0.19534069195287074,0.7631597186525269,2.463865121950854,0.19045950834430175,-3.667615401595741,0.0059129878182916755,0.0,0.2278458578025747,-0.3459682809770591,-0.2543264393800433,0.15387921859823628,0.02367881391640379,-0.6652985266227441,-0.22798497718189867,0.43731354944084544,0.15779295315810615,-1.13516265392222,-0.5075172210590204,0.3786460951318858,2.867457307172502,1.8709505944546687,0.3459682809770591,-6.4659501106688415,-0.02182077201687348,0.0,0.4447784003887914
